GENE	EVENT	AS_TYPE	dPSI_TAF2	dPSI_TAF2dIDR	direction_TAF2	direction_TAF2dIDR
SPEG	HsaEX0061335	Exon	6.670000000000002	-16.189999999999998	NONE	DOWN
ST3GAL3	HsaEX0061962	Exon	3.1200000000000045	22.22	NONE	UP
ST7L	HsaEX0062067	Exon	-8.320000000000007	-4.030000000000001	NONE	NONE
STOX2	HsaEX0062594	Exon	-1.0300000000000011	-20.32	NONE	DOWN
STXBP6	HsaEX0062788	Exon	-2.200000000000003	-4.25	NONE	NONE
TAF1D	HsaEX0063458	Exon	-8.130000000000003	-16.89	NONE	DOWN
TASP1	HsaEX0063700	Exon	4.11999999999999	16.17	NONE	UP
TDRD7	HsaEX0064337	Exon	12.560000000000002	20.900000000000006	NONE	UP
TEP1	HsaEX0064477	Exon	2.740000000000002	18.29	NONE	UP
TESK2	HsaEX0064510	Exon	2.539999999999992	27.989999999999995	NONE	UP
TEX9	HsaEX0064585	Exon	10.100000000000001	15.220000000000006	NONE	UP
TM4SF19	HsaEX0065179	Exon	0	-16.489999999999995	NONE	DOWN
TMCC1	HsaEX0065285	Exon	4.680000000000007	19.460000000000008	NONE	UP
TMEM116	HsaEX0065399	Exon	-7.670000000000002	17.319999999999997	NONE	UP
TMEM143	HsaEX0065488	Exon	-12.150000000000006	1.4399999999999977	NONE	NONE
TNFRSF19	HsaEX0066198	Exon	14.760000000000005	21.840000000000003	NONE	UP
TP53INP2	HsaEX0066609	Exon	-3.9000000000000057	18.069999999999993	NONE	UP
TPK1	HsaEX0066679	Exon	0	-12.230000000000004	NONE	NONE
TRIM68	HsaEX0067187	Exon	1.7600000000000051	-9.670000000000002	NONE	NONE
TRNT1	HsaEX0067330	Exon	-5.549999999999997	-18.17	NONE	DOWN
TSPAN15	HsaEX0067636	Exon	-9.739999999999995	-22.189999999999998	NONE	DOWN
TSPAN15	HsaEX0067637	Exon	-7.079999999999998	-22.61	NONE	DOWN
TTLL7	HsaEX0068128	Exon	-8.239999999999995	-15.760000000000005	NONE	DOWN
TUBG2	HsaEX0068322	Exon	-4.159999999999997	-15.779999999999994	NONE	DOWN
UBE2Q2	HsaEX0068786	Exon	-5.569999999999993	-22.14	NONE	DOWN
UBOX5	HsaEX0068916	Exon	-9.369999999999997	-27.839999999999996	NONE	DOWN
USP43	HsaEX0069903	Exon	8.75	15.709999999999994	NONE	UP
UTRN	HsaEX0070125	Exon	-10.530000000000001	-16.67	NONE	DOWN
UTRN	HsaEX0070132	Exon	-5.140000000000001	-16.03	NONE	DOWN
VASH2	HsaEX0070235	Exon	-7.259999999999991	-24.50999999999999	NONE	DOWN
VSIG10L	HsaEX0070719	Exon	1.0300000000000011	16.790000000000006	NONE	UP
VWDE	HsaEX0070795	Exon	-9.670000000000002	-18.930000000000007	NONE	DOWN
VWDE	HsaEX0070806	Exon	0	-27.590000000000003	NONE	DOWN
WDR27	HsaEX0071035	Exon	-4.909999999999997	-17.989999999999995	NONE	DOWN
WDR37	HsaEX0071097	Exon	12.950000000000003	10.409999999999997	NONE	NONE
CFAP44	HsaEX0071180	Exon	-8.479999999999997	20.650000000000006	NONE	UP
XRRA1	HsaEX0071895	Exon	-8	16	NONE	UP
XRRA1	HsaEX0071902	Exon	9.719999999999999	17.78	NONE	UP
ZBTB49	HsaEX0072192	Exon	12.319999999999993	15.22999999999999	NONE	UP
ZFPM1	HsaEX0072684	Exon	0	-21.049999999999997	NONE	DOWN
ZHX2	HsaEX0072799	Exon	4.26	15.070000000000002	NONE	UP
ZNF138	HsaEX0073045	Exon	-14.899999999999999	-15.649999999999999	NONE	DOWN
ZNF236	HsaEX0073229	Exon	12.920000000000002	17.700000000000003	NONE	UP
ZNF250	HsaEX0073255	Exon	10.900000000000006	13.150000000000006	NONE	NONE
ZNF283	HsaEX0073355	Exon	-7.75	-28.64	NONE	DOWN
ZNF3	HsaEX0073378	Exon	-6.1200000000000045	-15.829999999999998	NONE	DOWN
ZNF35	HsaEX0073504	Exon	9.84	16.25	NONE	UP
ZNF510	HsaEX0073812	Exon	-14.379999999999995	-3.75	NONE	NONE
ZNF573	HsaEX0073976	Exon	-0.269999999999996	54.81	NONE	UP
ZNF584	HsaEX0073995	Exon	13.379999999999995	23.309999999999995	NONE	UP
ZNF618	HsaEX0074060	Exon	5.960000000000001	21.32	NONE	UP
ZNF687	HsaEX0074191	Exon	-3.97	15.790000000000001	NONE	UP
ZNF708	HsaEX0074238	Exon	5.359999999999999	21.340000000000003	NONE	UP
ZNF717	HsaEX0074261	Exon	6.52	24.69	NONE	UP
ZNF782	HsaEX0074356	Exon	-9.11	21.290000000000006	NONE	UP
ZNF805	HsaEX0074387	Exon	-11.980000000000004	-21.159999999999997	NONE	DOWN
ZNF827	HsaEX0074420	Exon	-12.809999999999999	-20.11	NONE	DOWN
ZNF883	HsaEX0074473	Exon	12.400000000000006	18.14	NONE	UP
NA	HsaEX1000301	Exon	0	26.84	NONE	UP
ABLIM3	HsaEX1001486	Exon	0	-20.39	NONE	DOWN
AC091878.1	HsaEX1002195	Exon	-11.54	-15.91	NONE	DOWN
BTBD2	HsaEX1005931	Exon	-4.030000000000001	15.560000000000002	NONE	UP
CDK12	HsaEX1007990	Exon	11.25	19.980000000000004	NONE	UP
CPS1	HsaEX1009710	Exon	8.76	21.22	NONE	UP
CTD-2341M24.1	HsaEX1010421	Exon	4.609999999999999	19.450000000000003	NONE	UP
DUSP28	HsaEX1012495	Exon	-10.690000000000001	-17.799999999999997	NONE	DOWN
ERVK13-1	HsaEX1013430	Exon	-4.769999999999996	-19.33	NONE	DOWN
FENDRR	HsaEX1014435	Exon	-11.79	-16.299999999999997	NONE	DOWN
HEXIM2	HsaEX1016743	Exon	-11.789999999999992	-19.239999999999995	NONE	DOWN
KRIT1	HsaEX1019178	Exon	-5.599999999999998	-12.79	NONE	NONE
LCORL	HsaEX1019505	Exon	11.959999999999999	1.3600000000000012	NONE	NONE
LINC01572	HsaEX1021140	Exon	14.11999999999999	12.599999999999994	NONE	NONE
LINC02055	HsaEX1021674	Exon	-10.090000000000003	-16.489999999999995	NONE	DOWN
MIR100HG	HsaEX1023726	Exon	5.559999999999999	29.580000000000002	NONE	UP
NLRC5	HsaEX1025788	Exon	9.350000000000001	15.780000000000001	NONE	UP
OXNAD1	HsaEX1026787	Exon	7.239999999999998	15.680000000000003	NONE	UP
RASA4	HsaEX1030692	Exon	-1.3400000000000034	19.35000000000001	NONE	UP
RP11-476K15.1	HsaEX1033784	Exon	-3.6000000000000014	29.61	NONE	UP
RP11-488L18.8	HsaEX1033855	Exon	-6.3500000000000085	-27.5	NONE	DOWN
SLC25A5	HsaEX1037317	Exon	-0.9400000000000119	-20.500000000000007	NONE	DOWN
SNRPG	HsaEX1038313	Exon	5.579999999999999	-1.9000000000000004	NONE	NONE
SPTY2D1-AS1	HsaEX1038866	Exon	13.650000000000002	15.16	NONE	UP
SUB1	HsaEX1039525	Exon	-11.029999999999998	-18.33	NONE	DOWN
TRIP12	HsaEX1042043	Exon	-9.580000000000005	-15.740000000000002	NONE	DOWN
ZNF263	HsaEX1044939	Exon	0	-26.090000000000003	NONE	DOWN
ZNF510	HsaEX1045166	Exon	7.820000000000002	22.21	NONE	UP
ZNF611	HsaEX1045307	Exon	10.36	-7.010000000000005	NONE	NONE
ZNF613	HsaEX1045318	Exon	12.570000000000007	19.650000000000006	NONE	UP
ZNF721	HsaEX1045440	Exon	0.14000000000000057	19.82	NONE	UP
PADI1	HsaEX6028757	Exon	-12.5	-17.14	NONE	DOWN
FUBP1	HsaEX6031743	Exon	6.079999999999998	-15.2	NONE	DOWN
PPP1R12B	HsaEX6036072	Exon	10.659999999999997	16.069999999999993	NONE	UP
LYST	HsaEX6037428	Exon	0	-17.14	NONE	DOWN
GREB1L	HsaEX6038285	Exon	0	-15.840000000000003	NONE	DOWN
GPLD1	HsaEX6045912	Exon	0	-17.739999999999995	NONE	DOWN
SOBP	HsaEX6048804	Exon	0	-14.090000000000003	NONE	NONE
ARSE	HsaEX6050612	Exon	0	-18.680000000000007	NONE	DOWN
RFX3	HsaEX6060520	Exon	6.420000000000002	1.5100000000000051	NONE	NONE
SPATA7	HsaEX6072434	Exon	-5.669999999999995	-6.3899999999999935	NONE	NONE
FAM149A	HsaEX6087190	Exon	-6.340000000000003	1.5699999999999932	NONE	NONE
GSTO2	HsaEX6090354	Exon	0	-22.86	NONE	DOWN
SPEF2	HsaEX6097695	Exon	-11.309999999999995	-10.599999999999994	NONE	NONE
DMTN	HsaEX7004945	Exon	2.83	9.84	NONE	NONE
HSD17B6	HsaEX7007206	Exon	-3.5600000000000023	-16.550000000000004	NONE	DOWN
EIF3J	HsaEX7008440	Exon	-13.38	-19.43	NONE	DOWN
EME2	HsaEX7008746	Exon	-11.23	-16.220000000000002	NONE	DOWN
RP11-242D8.1	HsaEX7009386	Exon	-5.490000000000002	-1.3500000000000014	NONE	NONE
DNAH17-AS1	HsaEX7009598	Exon	12.790000000000006	24.03	NONE	UP
ELOC	HsaEX7105289	Exon	-8.129999999999995	-19.14	NONE	DOWN
GUSBP11	HsaEX7109083	Exon	6.8500000000000085	23.739999999999995	NONE	UP
ACAD10	HsaINT0002093	Intron	-2.5299999999999994	16.15	NONE	UP
ACCS	HsaINT0002413	Intron	-3.3799999999999955	-15.269999999999996	NONE	DOWN
AGBL5	HsaINT0005481	Intron	-1.7200000000000006	15.209999999999997	NONE	UP
ARAP3	HsaINT0011021	Intron	-0.41000000000000014	-4.6800000000000015	NONE	NONE
ARHGAP33	HsaINT0011557	Intron	-2.8900000000000006	-26.43	NONE	DOWN
ARHGEF4	HsaINT0012085	Intron	-5.900000000000002	-15.020000000000001	NONE	DOWN
ARRB2	HsaINT0012810	Intron	2.6899999999999977	20.86	NONE	UP
ARSA	HsaINT0012853	Intron	11.71	-0.4100000000000037	NONE	NONE
ARVCF	HsaINT0012974	Intron	-9.079999999999998	-20.189999999999998	NONE	DOWN
BRSK1	HsaINT0018731	Intron	-4.240000000000002	-16.42	NONE	DOWN
BRICD5	HsaINT0021197	Intron	9.54	18.11	NONE	UP
C19orf44	HsaINT0021752	Intron	8.41	16.78	NONE	UP
C1RL	HsaINT0021976	Intron	1.1600000000000001	7.48	NONE	NONE
SUCO	HsaINT0022616	Intron	6.14	17.12	NONE	UP
C20orf194	HsaINT0022896	Intron	-10.42	-17.09	NONE	DOWN
MROH6	HsaINT0025213	Intron	4.460000000000001	15.120000000000001	NONE	UP
CACNA1H	HsaINT0026293	Intron	4.300000000000001	15.510000000000002	NONE	UP
CARD9	HsaINT0027762	Intron	3.5799999999999983	-33.599999999999994	NONE	DOWN
CATSPER1	HsaINT0028230	Intron	2.01	15.81	NONE	UP
CELSR3	HsaINT0033241	Intron	-10	-15.77	NONE	DOWN
CELSR3	HsaINT0033242	Intron	-6.34	26.729999999999997	NONE	UP
CELSR3	HsaINT0033258	Intron	8.16	19.540000000000003	NONE	UP
COX6B2	HsaINT0040403	Intron	-10.41	-18.34	NONE	DOWN
DCLK2	HsaINT0045495	Intron	-11.04	-19.789999999999996	NONE	DOWN
DGKA	HsaINT0047185	Intron	11.79	16	NONE	UP
DOK3	HsaINT0051466	Intron	8.230000000000004	16.150000000000006	NONE	UP
DTNB	HsaINT0052676	Intron	-1.2400000000000002	-2.5599999999999996	NONE	NONE
DYX1C1	HsaINT0053434	Intron	9.46	8.61	NONE	NONE
ELL3	HsaINT0055582	Intron	5.130000000000001	19.5	NONE	UP
ELMO3	HsaINT0055641	Intron	-1.4200000000000017	-16.77	NONE	DOWN
ENTPD5	HsaINT0056525	Intron	7.91	7.68	NONE	NONE
ESYT3	HsaINT0058229	Intron	-11.970000000000006	-44.6	NONE	DOWN
EXD3	HsaINT0058585	Intron	-2.67	15.549999999999999	NONE	UP
FAM200B	HsaINT0060701	Intron	-5.32	-18.24	NONE	DOWN
FBXO43	HsaINT0062942	Intron	5.060000000000002	-15.739999999999995	NONE	DOWN
FUK	HsaINT0066599	Intron	-4.979999999999997	-16.33	NONE	DOWN
GABRE	HsaINT0067143	Intron	3.6300000000000097	15.740000000000009	NONE	UP
GLI3	HsaINT0069485	Intron	0	15.6	NONE	UP
GNB3	HsaINT0070137	Intron	-7.299999999999997	-20.189999999999998	NONE	DOWN
HCN3	HsaINT0074497	Intron	9.32	19.64	NONE	UP
ISYNA1	HsaINT0082205	Intron	9.49	-2.460000000000001	NONE	NONE
KCNH3	HsaINT0084321	Intron	2.12	18.59	NONE	UP
KCNH3	HsaINT0084326	Intron	-9.080000000000002	-16.52	NONE	DOWN
L3MBTL1	HsaINT0089924	Intron	-11.129999999999995	-15.689999999999998	NONE	DOWN
LMBR1L	HsaINT0092378	Intron	-5.140000000000001	-21.369999999999997	NONE	DOWN
LMO1	HsaINT0092503	Intron	7.140000000000001	40	NONE	UP
UBAC2-AS1	HsaINT0093277	Intron	5.08	28.07	NONE	UP
LPIN3	HsaINT0095834	Intron	9.819999999999997	15.719999999999995	NONE	UP
LPIN3	HsaINT0095835	Intron	-1.3999999999999986	24.11	NONE	UP
MAMDC4	HsaINT0098615	Intron	7.590000000000003	15.25	NONE	UP
MCOLN3	HsaINT0100942	Intron	-1.4299999999999997	-6.4499999999999975	NONE	NONE
MDM1	HsaINT0101099	Intron	8.36	18.990000000000002	NONE	UP
MPP3	HsaINT0104733	Intron	5.530000000000001	15.18	NONE	UP
MTMR11	HsaINT0106180	Intron	-9.53	-16.11	NONE	DOWN
MUTYH	HsaINT0106977	Intron	-8.310000000000002	-16.430000000000003	NONE	DOWN
MYO15B	HsaINT0108295	Intron	-3.299999999999999	-18.31	NONE	DOWN
NCOA1	HsaINT0111200	Intron	-13.49	-7.8	NONE	NONE
NEK8	HsaINT0112629	Intron	10.310000000000002	2.6400000000000006	NONE	NONE
NKX3-2	HsaINT0113823	Intron	1.7100000000000009	-15.04	NONE	DOWN
NOD1	HsaINT0114361	Intron	-8.66	-3.709999999999999	NONE	NONE
NPHP4	HsaINT0115252	Intron	9.02	21.750000000000004	NONE	UP
NRIP3	HsaINT0115916	Intron	-5.09	-5.449999999999999	NONE	NONE
RP11-395G23.3	HsaINT0119174	Intron	5	22.550000000000004	NONE	UP
PAPLN	HsaINT0120106	Intron	-14.240000000000002	-13.560000000000002	NONE	NONE
PARD3B	HsaINT0120302	Intron	13.969999999999999	2.1799999999999997	NONE	NONE
PARP3	HsaINT0120486	Intron	8.61	33.49	NONE	UP
PCGF2	HsaINT0121197	Intron	2.490000000000009	30.730000000000004	NONE	UP
PDE2A	HsaINT0121968	Intron	-2.9399999999999977	-30.099999999999994	NONE	DOWN
PEX6	HsaINT0123246	Intron	14.4	9.660000000000002	NONE	NONE
PHOSPHO2	HsaINT0124384	Intron	13.46	-4.609999999999999	NONE	NONE
PLA2G6	HsaINT0126414	Intron	1.8999999999999986	-16.28	NONE	DOWN
PLEKHG3	HsaINT0127311	Intron	-3.620000000000001	-17.259999999999998	NONE	DOWN
PLXNB3	HsaINT0128108	Intron	5.239999999999998	16.57	NONE	UP
PPM1K	HsaINT0130475	Intron	8.829999999999998	15.32	NONE	UP
PPP6R2	HsaINT0131129	Intron	4.25	21.83	NONE	UP
RGL3	HsaINT0139884	Intron	2.91	15.100000000000001	NONE	UP
RHBDL1	HsaINT0140389	Intron	7.219999999999992	-19.200000000000003	NONE	DOWN
RHPN1	HsaINT0140583	Intron	13.069999999999993	25.069999999999993	NONE	UP
RPS6KL1	HsaINT0143170	Intron	9.440000000000001	16.1	NONE	UP
RRAGB	HsaINT0143269	Intron	5.109999999999999	18.439999999999998	NONE	UP
SCNN1D	HsaINT0146035	Intron	14.03	6.609999999999999	NONE	NONE
SGIP1	HsaINT0148918	Intron	12.380000000000003	17.140000000000008	NONE	UP
SLC16A9	HsaINT0151034	Intron	4.450000000000003	-16.56	NONE	DOWN
SLC45A3	HsaINT0153240	Intron	7.409999999999999	18.52	NONE	UP
SLC9A5	HsaINT0154235	Intron	9.869999999999997	15.75	NONE	UP
SNED1	HsaINT0155901	Intron	7.169999999999999	21.669999999999998	NONE	UP
SNX16	HsaINT0156301	Intron	6.39	20.830000000000002	NONE	UP
TDRD7	HsaINT0165390	Intron	-6.15	-15.48	NONE	DOWN
TNS2	HsaINT0165695	Intron	9.42	18.090000000000003	NONE	UP
TNS2	HsaINT0165715	Intron	-13	-15.36	NONE	DOWN
TM7SF2	HsaINT0167825	Intron	1.75	-26.13	NONE	DOWN
TMEM128	HsaINT0168356	Intron	-2.2900000000000027	-0.5100000000000016	NONE	NONE
TMEM80	HsaINT0169413	Intron	6.830000000000002	17.18	NONE	UP
TMEM9	HsaINT0169495	Intron	-10.84	-10.059999999999999	NONE	NONE
TNK2	HsaINT0170241	Intron	-4.34	20.08	NONE	UP
VAMP4	HsaINT0179823	Intron	-11.239999999999995	-23.089999999999996	NONE	DOWN
VSIG10	HsaINT0181059	Intron	-7.050000000000001	-21.43	NONE	DOWN
WDR34	HsaINT0182021	Intron	-0.18999999999999773	-25.309999999999995	NONE	DOWN
ZFPM1	HsaINT0185580	Intron	0	15.38	NONE	UP
ZKSCAN3	HsaINT0185870	Intron	0.7399999999999998	16.54	NONE	UP
ZNF333	HsaINT0186907	Intron	14.440000000000001	15.27	NONE	UP
ZSCAN32	HsaINT0187232	Intron	1.1099999999999994	20.65	NONE	UP
ZNF559	HsaINT0187647	Intron	1.8900000000000006	-2.8100000000000023	NONE	NONE
ZNF780A	HsaINT0188371	Intron	-6.8799999999999955	-16.759999999999998	NONE	DOWN
ZSCAN21	HsaINT0188820	Intron	9.450000000000001	-2.4800000000000004	NONE	NONE
ABCA2	HsaINT1000099	Intron	14.219999999999999	-22.87	NONE	DOWN
AC026150.8	HsaINT1001667	Intron	-12.699999999999996	39.09	NONE	UP
ALS2CL	HsaINT1003529	Intron	-13.68	-17.5	NONE	DOWN
ARHGAP33	HsaINT1004379	Intron	10.009999999999991	16.959999999999994	NONE	UP
ATP1A3	HsaINT1004818	Intron	11.590000000000003	30.560000000000002	NONE	UP
C17orf58	HsaINT1005660	Intron	-6.009999999999998	-22.15	NONE	DOWN
CLCN2	HsaINT1007768	Intron	5.810000000000002	17.96	NONE	UP
CRAMP1	HsaINT1008370	Intron	2.5600000000000023	-0.7999999999999972	NONE	NONE
CTD-2223O18.1	HsaINT1009607	Intron	-7.1200000000000045	15.489999999999995	NONE	UP
GABBR1	HsaINT1014050	Intron	7.41	18.92	NONE	UP
GALE	HsaINT1014146	Intron	-12.119999999999997	-17.86	NONE	DOWN
GATA2-AS1	HsaINT1014213	Intron	-2.419999999999998	-22.689999999999998	NONE	DOWN
GEMIN8	HsaINT1014313	Intron	0.7300000000000022	-4.18	NONE	NONE
GNAO1	HsaINT1014576	Intron	0	-19.63	NONE	DOWN
GPR135	HsaINT1014737	Intron	5.390000000000001	-12.7	NONE	NONE
HES6	HsaINT1015420	Intron	8.04	17.67	NONE	UP
HOXC13-AS	HsaINT1015859	Intron	-9.21	-16.619999999999997	NONE	DOWN
KANSL1	HsaINT1017002	Intron	8.149999999999999	22.73	NONE	UP
KCNMB2-AS1	HsaINT1017197	Intron	-13.479999999999997	-7.6199999999999974	NONE	NONE
LINC01270	HsaINT1019734	Intron	14.120000000000001	17.2	NONE	UP
MED22	HsaINT1022719	Intron	4.569999999999993	-22.620000000000005	NONE	DOWN
MEIS1-AS3	HsaINT1022780	Intron	13.579999999999998	31.07	NONE	UP
MMP23B	HsaINT1023208	Intron	1.2600000000000051	20.480000000000004	NONE	UP
MROH1	HsaINT1023418	Intron	-9.360000000000001	-16.94	NONE	DOWN
NBPF3	HsaINT1024529	Intron	0	17.11	NONE	UP
NXNL2	HsaINT1025539	Intron	-12.829999999999998	-21.75	NONE	DOWN
OSGEPL1-AS1	HsaINT1025720	Intron	2.8200000000000074	7.480000000000004	NONE	NONE
PABPC4L	HsaINT1026022	Intron	7.6399999999999935	17.160000000000004	NONE	UP
PAQR6	HsaINT1026130	Intron	9.680000000000001	16.15	NONE	UP
PCDH7	HsaINT1026309	Intron	6.67	16.67	NONE	UP
PLA2G6	HsaINT1027239	Intron	13.989999999999998	24.24	NONE	UP
POLR2H	HsaINT1027523	Intron	-3.6500000000000057	-13.680000000000003	NONE	NONE
PRRT1	HsaINT1028179	Intron	-12.939999999999998	-18.18	NONE	DOWN
PRRT1	HsaINT1028181	Intron	3.78	17.09	NONE	UP
RP11-10K16.1	HsaINT1030282	Intron	-8.159999999999997	-24.41	NONE	DOWN
RP11-146F11.1	HsaINT1030937	Intron	8.329999999999998	-5.460000000000008	NONE	NONE
RP11-242D8.1	HsaINT1032082	Intron	-12.47999999999999	-15.239999999999995	NONE	DOWN
RP11-314A20.2	HsaINT1033072	Intron	-11.760000000000005	-16.22	NONE	DOWN
RP11-334C17.5	HsaINT1033366	Intron	10.929999999999993	20.689999999999998	NONE	UP
RP11-3D4.2	HsaINT1034307	Intron	-8.04	-3.3200000000000003	NONE	NONE
RP11-660L16.2	HsaINT1037179	Intron	-9.670000000000002	17.919999999999995	NONE	UP
RP11-69E11.4	HsaINT1037477	Intron	-10.260000000000005	-13.590000000000003	NONE	NONE
RP11-732A19.2	HsaINT1037790	Intron	13.240000000000002	17.79	NONE	UP
RP11-74E22.3	HsaINT1037902	Intron	3.260000000000005	16.840000000000003	NONE	UP
RP11-77H9.2	HsaINT1038139	Intron	-13.75	2.539999999999999	NONE	NONE
RP5-890E16.2	HsaINT1040105	Intron	10.530000000000001	10.530000000000001	NONE	NONE
UBL7-AS1	HsaINT1045884	Intron	-5.069999999999993	10.210000000000008	NONE	NONE
VASH2	HsaINT1046274	Intron	-5.650000000000006	-17.010000000000005	NONE	DOWN
