EVENT	HeLa_FRT	HeLa_FRT_A	HeLa_FRT_B	HeLa_FRT_C	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_C	HeLa_TAF2	HeLa_TAF2_A	HeLa_TAF2_B	HeLa_TAF2_C
DYRK4=HsaEX0021353	38.14	43.14	42.86	31.43	45.85	43.37	42.86	52.73	41.84	40.87	36.13	47.47
LRRC23=HsaEX0036546	76.06	NA	NA	NA	100.00	NA	100.00	NA	93.89	NA	NA	NA
SCMH1=HsaEX0056510	26.83	45.61	15.64	28.74	27.97	33.22	21.66	33.49	26.25	28.92	32.89	20.06
MAP4K3=HsaEX6013067	NA	NA	NA	NA	93.60	100.00	NA	NA	90.34	NA	NA	78.48
RWDD2A=HsaEX0056005	11.67	10.64	15.15	10.00	9.84	1.96	20.00	9.68	4.85	10.34	0.00	4.76
RNF14=HsaEX0053898	91.03	89.55	86.79	100.00	83.67	94.17	75.11	79.71	81.88	91.13	85.55	65.30
PHLDB1=HsaEX0047158	16.67	NA	NA	NA	14.89	4.76	NA	NA	17.65	NA	NA	NA
PRDM11=HsaEX0049905	NA	NA	NA	NA	91.26	NA	NA	100.00	NA	NA	NA	NA
ADGRA2=HsaEX0028260	97.75	92.92	100.00	100.00	94.82	100.00	83.57	NA	95.07	NA	NA	NA
ADGRA2=HsaEX0028262	75.05	NA	NA	76.00	93.31	NA	100.00	NA	94.91	NA	NA	NA
OSBPL5=HsaEX0044923	60.52	54.81	57.68	72.76	67.87	62.87	68.30	72.38	63.17	72.73	57.31	65.51
CPS1=HsaEX1009710	9.15	NA	NA	NA	30.37	NA	NA	NA	17.91	NA	NA	NA
UBR2=HsaEX0068949	19.66	24.77	13.65	25.53	13.39	10.33	15.73	16.52	19.19	25.98	15.21	16.58
HSD17B6=HsaEX0030551	95.33	NA	NA	NA	86.34	NA	91.89	NA	100.00	NA	NA	100.00
NR1H3=HsaEX0043673	81.61	79.75	77.53	88.06	81.09	90.91	84.62	70.15	84.54	87.50	88.46	80.22
TYMP=HsaEX0068522	73.38	84.00	76.98	63.34	74.39	75.37	67.39	80.80	71.69	64.20	75.13	75.87
TYMP=HsaEX0068524	81.73	95.67	84.08	69.36	83.15	87.48	76.76	84.28	74.71	67.81	84.76	70.82
CD44=HsaEX0013859	23.40	NA	25.00	2.78	50.53	NA	NA	NA	42.42	44.76	44.92	NA
ARID4A=HsaEX0005796	92.23	84.73	100.00	91.20	96.16	100.00	94.02	95.04	87.33	92.15	90.56	81.40
TUBG2=HsaEX0068322	51.87	58.82	46.06	59.09	36.09	27.27	47.37	38.98	47.71	49.09	43.33	49.44
DNAH5=HsaEX6097352	92.97	85.19	NA	100.00	100.00	100.00	NA	NA	100.00	100.00	NA	NA
PQLC2=HsaEX6028944	73.55	82.86	64.10	75.51	74.39	72.73	69.23	82.61	70.93	62.71	72.00	77.05
TDP1=HsaEX0064298	22.65	14.33	27.86	25.19	17.85	18.64	18.35	13.91	14.09	14.07	21.39	8.39
SPATA7=HsaEX6072435	89.90	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	100.00	NA
PHKA2=HsaEX0047123	84.35	75.34	83.56	93.83	81.07	79.35	77.49	87.29	87.21	78.10	91.32	91.36
OFD1=HsaEX0044659	63.41	64.81	46.63	76.22	48.15	59.28	0.00	54.89	66.13	60.68	54.55	73.20
WDR37=HsaEX0071090	95.48	100.00	95.76	93.13	98.51	100.00	94.93	100.00	88.87	94.53	91.60	80.92
WDR37=HsaEX0071092	88.73	NA	100.00	86.27	75.08	65.41	85.05	83.79	74.62	75.12	85.43	65.43
USP28=HsaEX0069686	63.09	66.17	60.36	58.28	70.81	73.72	73.69	64.20	64.64	55.82	74.83	65.75
SNX29=HsaEX0055957	85.05	NA	78.81	NA	95.29	NA	88.15	NA	94.04	NA	NA	89.30
ADAMTS6=HsaEX0002533	100.00	NA	NA	NA	91.30	84.00	NA	NA	83.78	NA	NA	NA
PTCD2=HsaEX0050741	81.61	65.53	92.24	NA	89.47	91.08	95.93	NA	92.12	86.45	93.64	NA
LETMD1=HsaEX0035657	89.04	97.88	86.89	85.76	85.69	85.87	78.18	92.86	88.49	85.06	94.47	86.50
LETMD1=HsaEX0035656	56.94	37.38	59.07	70.83	64.70	63.80	69.11	62.75	61.96	66.30	63.92	55.92
MPHOSPH9=HsaEX0039927	81.68	83.45	83.05	NA	88.32	92.84	88.20	82.38	100.00	100.00	100.00	100.00
MPHOSPH9=HsaEX0039921	69.36	76.44	63.95	65.95	61.69	59.96	58.47	73.83	68.63	73.29	71.46	60.29
LAMA3=HsaEX0035236	95.48	NA	89.57	100.00	96.53	100.00	NA	100.00	79.36	100.00	76.63	68.57
LAMA3=HsaEX0035224	92.12	83.40	93.33	100.00	100.00	100.00	100.00	100.00	96.35	90.47	100.00	100.00
LAMA3=HsaEX0035241	100.00	100.00	100.00	100.00	96.13	95.59	100.00	92.39	93.28	NA	83.88	100.00
SDCCAG8=HsaEX0056738	91.18	95.30	88.90	88.58	94.31	100.00	90.52	91.60	83.63	75.93	85.85	89.85
SDCCAG8=HsaEX0056739	80.61	91.70	74.73	80.95	88.22	92.26	79.60	91.37	92.85	94.32	86.06	100.00
SDCCAG8=HsaEX0056740	71.45	NA	68.60	72.58	87.66	91.82	75.53	92.35	88.43	84.48	86.90	NA
SDCCAG8=HsaEX0056726	97.22	100.00	100.00	93.02	87.94	94.09	75.69	93.90	93.01	NA	NA	92.16
TAB2=HsaEX0063348	93.01	100.00	89.81	93.60	91.75	95.53	85.27	93.19	86.66	93.46	81.34	84.03
TAB2=HsaEX0063347	14.39	8.59	5.98	26.62	7.81	7.48	9.76	5.45	14.98	15.50	17.52	11.91
MCOLN3=HsaEX6031860	100.00	NA	100.00	100.00	87.28	90.79	NA	NA	100.00	NA	NA	NA
MCOLN3=HsaEX0038298	100.00	NA	100.00	100.00	93.75	84.62	100.00	NA	100.00	100.00	100.00	100.00
CROCC=HsaEX0017305	42.01	NA	NA	NA	44.58	NA	36.64	NA	31.57	NA	NA	36.56
CROCC=HsaEX0017297	97.67	100.00	NA	NA	98.47	95.84	NA	NA	86.32	85.34	NA	NA
CROCC=HsaEX0017300	71.53	77.01	69.18	70.66	74.13	71.88	85.42	66.06	76.12	76.12	72.61	79.65
CROCC=HsaEX1009849	42.33	45.84	47.47	37.65	47.39	46.17	58.34	32.49	46.41	42.76	44.25	51.97
YIPF1=HsaEX0071983	33.82	36.34	21.56	41.17	40.19	33.42	38.04	45.60	35.12	27.84	31.91	46.25
UNKL=HsaEX0009607	92.90	NA	NA	100.00	77.30	NA	NA	NA	87.20	100.00	NA	NA
TNK2=HsaEX0066262	83.65	92.06	80.26	85.09	84.16	89.25	86.07	76.06	96.42	100.00	88.89	100.00
ELMO2=HsaEX0022151	54.00	NA	NA	NA	55.06	58.58	52.38	NA	50.96	NA	50.44	79.10
ELMO2=HsaEX0022155	92.32	100.00	79.79	97.90	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
GLTSCR1=HsaEX0027736	58.96	54.18	73.91	49.39	63.67	63.16	61.01	67.81	73.27	70.64	72.69	75.62
MTMR1=HsaEX0040555	89.88	93.73	88.39	87.69	93.45	87.88	94.80	100.00	92.16	78.22	100.00	100.00
SNX24=HsaEX0060844	84.75	78.32	92.03	82.33	75.76	66.38	100.00	67.53	78.83	79.34	80.49	77.24
FAR2=HsaEX0024878	82.73	NA	NA	NA	86.35	NA	NA	78.61	93.30	NA	NA	NA
FAR2=HsaEX1014199	0.00	NA	NA	NA	0.00	NA	NA	NA	20.80	NA	NA	NA
PMS1=HsaEX0048675	92.18	81.21	96.32	100.00	98.12	100.00	100.00	93.65	96.61	93.41	100.00	96.38
DGKA=HsaEX0019382	91.08	NA	NA	NA	76.32	NA	NA	NA	74.23	NA	NA	NA
DGKA=HsaEX0019376	85.71	88.89	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA
TLE2=HsaEX0065075	96.35	NA	NA	NA	97.06	NA	NA	NA	86.90	NA	NA	NA
STAG3=HsaEX0062180	56.64	47.27	58.33	56.48	48.13	47.56	48.85	47.37	53.12	61.59	44.58	52.31
MYO9A=HsaEX0041267	85.71	89.95	NA	NA	100.00	100.00	100.00	NA	100.00	NA	NA	100.00
SP100=HsaEX0061084	80.59	86.98	67.51	93.52	83.17	80.08	85.00	86.33	76.13	76.14	66.67	91.68
CACNB1=HsaEX0012052	18.95	NA	NA	0.00	3.81	0.00	0.00	NA	24.51	NA	27.74	11.86
EVI5=HsaEX0023353	88.19	92.58	93.76	81.79	75.81	61.07	86.58	93.81	78.30	73.41	78.11	84.26
METTL22=HsaEX0009690	88.44	75.69	82.76	100.00	87.51	95.59	81.60	85.86	87.24	87.07	79.21	95.07
RASSF1=HsaEX0052470	47.37	41.82	57.45	46.94	51.55	51.85	52.94	48.28	37.10	38.10	50.00	29.17
MEF2A=HsaEX0038685	65.32	80.82	56.70	NA	51.98	59.80	50.11	44.02	66.04	75.78	62.20	NA
MEF2A=HsaEX0038695	38.63	47.91	35.73	35.64	53.46	57.52	51.87	48.21	48.43	52.51	49.14	44.10
NCK2=HsaEX0042005	59.57	NA	NA	NA	87.92	78.07	NA	NA	75.69	NA	NA	NA
CYBRD1=HsaEX0018203	92.23	89.54	87.20	100.00	94.24	100.00	90.71	90.20	85.51	84.15	86.53	86.23
ADGRL1=HsaEX0036225	17.39	12.71	9.86	26.92	8.12	5.88	15.92	0.00	21.81	12.37	18.81	40.15
PTPN18=HsaEX0050979	94.79	NA	NA	NA	81.92	NA	NA	NA	95.57	NA	NA	91.87
PTPN18=HsaEX0050980	96.09	88.81	NA	100.00	85.83	NA	NA	82.61	87.34	NA	NA	80.67
SREBF1=HsaEX0061678	100.00	NA	NA	100.00	93.10	86.43	NA	100.00	91.41	100.00	NA	NA
RHOBTB1=HsaEX0053498	76.38	78.96	82.83	67.77	84.61	82.95	82.69	89.94	84.55	85.84	87.45	82.87
RHOBTB1=HsaEX0053496	89.62	83.33	90.75	92.50	83.26	78.03	81.77	89.24	85.18	92.73	92.36	68.59
CHFR=HsaEX0015161	80.00	NA	70.37	85.71	75.93	74.47	84.00	70.59	65.85	NA	89.47	55.00
CHFR=HsaEX0015165	90.34	90.51	94.75	85.98	94.66	100.00	100.00	85.42	97.45	91.17	100.00	100.00
P4HA2=HsaEX0045121	NA	NA	NA	NA	93.34	NA	NA	NA	78.22	NA	NA	NA
FBXW11=HsaEX0025363	36.79	38.26	45.42	29.77	30.15	36.02	23.59	28.63	30.86	30.77	36.09	28.68
LLGL2=HsaEX0035977	90.73	NA	NA	NA	100.00	NA	NA	NA	90.00	NA	NA	NA
ST6GAL1=HsaEX0062017	81.30	NA	NA	NA	94.28	89.76	NA	NA	100.00	NA	NA	NA
CLASP1=HsaEX0015474	33.12	32.44	31.62	36.92	23.56	23.24	21.38	26.53	20.12	25.05	22.73	15.82
BCS1L=HsaEX1005608	30.11	20.21	35.76	NA	42.13	NA	36.63	41.82	39.52	41.13	NA	NA
ZNF532=HsaEX0073881	63.23	76.90	71.20	52.90	73.89	74.03	82.43	69.61	84.20	86.08	82.31	85.16
ARHGEF10L=HsaEX0005584	34.35	61.40	11.63	12.82	31.03	17.24	25.42	38.46	38.46	20.00	NA	NA
ACAT1=HsaEX0001820	100.00	NA	100.00	100.00	93.58	NA	NA	NA	87.57	NA	NA	NA
GRAMD4=HsaEX0028537	88.37	74.74	93.24	94.22	100.00	100.00	100.00	100.00	96.38	100.00	100.00	NA
CTTNBP2=HsaEX0017953	73.47	NA	NA	NA	91.62	NA	NA	NA	100.00	NA	NA	NA
PPP1R12B=HsaEX6036072	83.93	NA	NA	NA	100.00	100.00	100.00	100.00	94.59	NA	NA	87.66
IL4R=HsaEX0031497	62.00	NA	NA	NA	62.92	NA	NA	NA	51.98	NA	69.56	NA
MLLT10=HsaEX0039550	53.64	47.05	NA	56.58	55.94	56.77	49.29	62.22	47.09	52.85	43.10	46.51
PCM1=HsaEX0045917	36.14	32.39	42.11	33.51	39.63	47.91	49.07	26.12	36.82	45.73	29.54	40.55
TP53INP2=HsaEX0066609	81.93	NA	NA	NA	100.00	NA	NA	NA	78.03	NA	NA	NA
UBE2D4=HsaEX0068732	69.18	69.65	63.07	73.92	79.36	80.63	83.87	73.29	73.78	71.34	68.10	81.60
CDC14A=HsaEX0013980	100.00	NA	100.00	100.00	94.20	89.45	100.00	NA	83.05	83.17	NA	92.46
LIPE=HsaEX1021846	93.75	100.00	NA	85.33	96.83	NA	NA	100.00	100.00	100.00	NA	NA
EPHA6=HsaEX0022762	NA	NA	NA	NA	88.25	NA	NA	NA	100.00	NA	NA	NA
COL4A4=HsaEX6018918	90.98	NA	NA	81.54	96.20	100.00	100.00	NA	100.00	NA	100.00	NA
EXD2=HsaEX0023394	53.98	55.73	49.37	55.56	59.59	64.31	55.26	55.72	51.94	55.26	39.13	65.05
MEF2C=HsaEX0038703	NA	NA	NA	NA	100.00	NA	NA	NA	84.55	NA	NA	NA
FAM135A=HsaEX0023979	88.66	96.60	94.14	78.79	90.50	92.27	79.97	100.00	89.27	95.07	90.42	82.43
ERC1=HsaEX0022976	93.40	81.94	97.17	97.57	98.52	95.92	100.00	100.00	99.09	100.00	100.00	97.59
ZCCHC6=HsaEX0072373	31.21	30.23	33.33	30.00	37.57	40.54	27.59	45.76	36.23	30.43	41.82	35.14
SMAP2=HsaEX0060255	9.04	7.42	10.95	9.64	6.50	7.21	4.27	6.76	13.52	10.75	8.07	24.85
NCOA1=HsaEX0042045	68.73	NA	NA	NA	55.33	NA	NA	NA	84.56	100.00	NA	NA
ATRX=HsaEX0007239	61.16	46.60	71.42	46.49	58.35	50.39	68.71	53.76	57.74	56.79	62.91	49.98
SCAMP1=HsaEX0056354	88.39	100.00	86.97	81.44	94.31	90.47	97.38	97.54	84.80	82.47	84.24	87.34
MAST2=HsaEX0037980	38.36	30.96	44.66	39.12	23.96	25.75	28.31	16.25	26.78	42.71	22.08	15.74
EPDR1=HsaEX0022722	77.06	79.10	72.15	80.82	83.61	79.80	93.65	80.95	83.33	71.43	91.55	85.45
ZFAND6=HsaEX1044611	13.37	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA	NA
TXLNG=HsaEX0018124	55.80	NA	NA	NA	55.22	NA	NA	NA	47.26	NA	43.39	NA
C3orf18=HsaEX0010856	100.00	NA	100.00	NA	100.00	NA	NA	NA	85.87	NA	NA	NA
C3orf18=HsaEX0010853	71.92	NA	NA	NA	77.94	100.00	NA	NA	91.39	NA	NA	NA
C3orf18=HsaEX0010854	32.91	NA	NA	NA	24.17	25.71	NA	NA	38.38	NA	NA	NA
SLC23A2=HsaEX6077054	90.01	100.00	80.74	100.00	91.56	91.37	92.22	92.52	79.27	87.70	83.07	67.41
TASP1=HsaEX0063699	86.99	NA	100.00	86.33	94.12	96.60	100.00	85.11	76.94	67.38	82.29	85.41
TASP1=HsaEX0063700	77.62	NA	85.36	75.58	93.79	92.06	100.00	90.11	81.74	82.04	74.28	91.79
LTBP4=HsaEX0036960	83.52	100.00	82.26	72.84	84.87	90.27	76.84	89.81	83.50	100.00	90.22	69.44
LTBP4=HsaEX0036951	59.83	56.19	63.07	59.02	55.91	46.20	59.77	61.88	52.33	64.97	48.61	45.84
RAB11FIP3=HsaEX0051561	61.41	83.00	53.33	57.62	58.21	68.75	51.43	51.31	59.30	70.23	48.84	60.21
PDPR=HsaEX0046435	96.55	100.00	93.64	96.62	93.28	90.69	100.00	92.36	89.62	96.76	88.51	80.99
TNRC6A=HsaEX0066378	90.22	100.00	81.71	92.70	88.63	94.93	78.52	88.54	91.66	89.30	86.59	97.88
TNRC6A=HsaEX0066371	92.65	88.47	93.43	96.75	84.45	81.88	90.99	79.49	86.20	86.92	82.24	87.97
TNRC6A=HsaEX0066375	81.62	82.03	82.91	80.73	87.92	83.01	92.03	91.56	80.64	77.60	85.84	75.91
PLEKHG2=HsaEX0048335	91.51	80.77	93.84	100.00	96.91	91.93	100.00	100.00	97.98	100.00	100.00	94.62
PLEKHG2=HsaEX0048340	49.50	39.59	49.74	59.06	50.64	54.20	55.64	42.42	46.21	62.90	42.38	34.16
PLEKHG2=HsaEX0048341	95.14	100.00	NA	87.98	77.08	87.75	NA	NA	79.73	NA	70.03	NA
PITPNM2=HsaEX0047762	100.00	NA	100.00	100.00	94.14	85.98	NA	100.00	96.69	90.53	100.00	100.00
PITPNM3=HsaEX0047766	91.44	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA
TMEM101=HsaEX6022961	100.00	NA	100.00	NA	91.48	81.11	100.00	100.00	100.00	NA	NA	100.00
COL9A3=HsaEX0016695	74.80	72.10	78.10	73.45	67.89	65.02	73.38	66.30	67.11	65.82	73.54	60.89
DFNB31=HsaEX0019328	8.13	18.63	0.00	5.69	7.08	3.26	18.74	0.00	17.95	20.36	23.14	10.76
JAK2=HsaEX0032679	87.00	NA	100.00	84.21	93.15	NA	100.00	89.79	77.68	NA	100.00	69.08
MAST3=HsaEX0037994	50.52	NA	NA	NA	38.86	NA	NA	NA	33.70	NA	NA	NA
OCEL1=HsaEX0044569	68.46	54.90	72.03	76.00	69.71	70.45	63.19	81.19	78.24	80.48	84.41	69.22
HSD3B7=HsaEX0030562	64.58	NA	NA	NA	83.90	NA	NA	NA	63.99	NA	69.06	NA
HSD3B7=HsaEX0030563	88.55	100.00	83.06	85.51	93.21	100.00	89.25	NA	84.79	100.00	NA	81.28
HSD3B7=HsaEX0030564	100.00	100.00	100.00	100.00	92.68	100.00	94.59	84.00	92.00	87.10	NA	92.31
ARVCF=HsaEX0006127	10.80	NA	4.90	NA	19.55	11.40	NA	NA	15.72	NA	18.61	NA
KLHL22=HsaEX0034811	85.88	92.00	82.35	84.62	84.24	73.08	93.10	100.00	92.55	93.39	87.97	100.00
DERL3=HsaEX0019304	100.00	NA	NA	NA	95.02	NA	NA	NA	83.20	NA	NA	NA
SEC14L2=HsaEX0056808	NA	NA	NA	NA	92.46	NA	NA	NA	100.00	NA	NA	NA
GRK3=HsaEX0002868	94.70	100.00	NA	NA	83.67	NA	NA	NA	75.41	NA	NA	NA
DEPDC5=HsaEX0019257	92.36	100.00	78.23	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
CHKB=HsaEX0015196	97.41	NA	93.19	100.00	100.00	100.00	100.00	100.00	94.04	82.11	100.00	NA
MTMR3=HsaEX0040616	74.72	85.72	64.96	75.04	74.66	80.97	76.99	63.72	73.60	64.73	67.51	94.47
VCPKMT=HsaEX0009387	69.88	NA	66.12	83.71	64.63	65.06	60.07	68.46	57.31	56.41	55.52	55.18
NIN=HsaEX0042916	77.12	76.47	61.96	100.00	80.92	84.11	79.70	77.78	92.51	100.00	NA	100.00
PCNX1=HsaEX0045976	94.41	100.00	87.22	96.44	89.28	82.45	100.00	92.98	97.22	91.28	100.00	100.00
PAPLN=HsaEX0045423	85.26	NA	NA	NA	78.22	NA	NA	NA	60.70	NA	NA	NA
PAPLN=HsaEX0045424	100.00	NA	NA	NA	84.97	NA	NA	NA	94.34	NA	NA	NA
DHRS2=HsaEX0019527	92.01	100.00	77.80	100.00	96.25	100.00	91.94	95.06	97.53	92.21	100.00	100.00
DHRS2=HsaEX0019529	90.64	NA	NA	NA	94.45	NA	88.02	NA	100.00	NA	NA	NA
PABPC1L=HsaEX0045149	94.84	100.00	87.69	96.06	90.96	95.33	93.34	81.48	97.80	93.58	100.00	100.00
PXMP4=HsaEX0051407	88.12	100.00	93.10	75.61	88.99	86.96	84.62	94.29	94.12	100.00	100.00	86.67
VAPA=HsaEX1043386	15.10	NA	NA	NA	26.63	NA	NA	NA	9.09	NA	NA	NA
METTL4=HsaEX0038916	12.08	17.51	2.44	13.04	11.47	17.31	8.11	8.17	22.99	NA	11.11	27.49
ANKRD12=HsaEX0004296	97.36	90.55	100.00	100.00	100.00	100.00	100.00	100.00	94.59	81.10	100.00	100.00
POLI=HsaEX0048954	84.78	NA	NA	100.00	87.99	94.71	87.47	NA	87.01	NA	NA	NA
XIAP=HsaEX0071718	81.38	NA	NA	NA	78.97	NA	NA	NA	75.00	NA	NA	68.77
SMARCA1=HsaEX0060260	30.03	20.22	25.15	40.80	26.74	36.81	16.77	26.71	27.74	26.78	29.53	28.26
SLC25A14=HsaEX0058988	95.38	100.00	94.44	92.86	90.30	95.00	92.16	79.49	90.97	86.67	86.67	100.00
PORCN=HsaEX0049202	6.68	0.00	16.36	7.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
UGGT2=HsaEX0069176	87.23	78.63	90.78	92.04	88.90	87.13	93.87	86.51	88.57	80.51	96.37	89.61
TRADD=HsaEX0066788	56.69	60.57	56.06	52.77	59.28	67.82	59.70	51.37	73.32	79.61	86.30	59.73
TRADD=HsaEX0066789	75.27	91.55	74.40	56.90	78.50	85.85	80.12	68.47	86.25	85.68	96.50	81.83
ELMO3=HsaEX0022164	83.99	NA	NA	NA	72.96	NA	NA	NA	94.01	NA	NA	NA
ELMO3=HsaEX0022165	78.24	NA	NA	NA	76.22	NA	NA	NA	88.42	NA	NA	NA
LYRM1=HsaEX0037076	41.29	NA	32.53	NA	28.93	20.82	33.52	32.45	39.81	30.46	46.72	40.06
PLLP=HsaEX0048458	95.60	NA	NA	NA	81.72	NA	NA	NA	100.00	NA	NA	NA
ZNF821=HsaEX0074409	67.86	NA	NA	NA	78.72	NA	NA	NA	84.62	NA	NA	NA
ZNF821=HsaEX0074411	61.96	NA	NA	NA	90.37	NA	NA	NA	92.78	NA	NA	NA
ZNF821=HsaEX0074407	NA	NA	NA	NA	9.68	NA	NA	NA	20.00	NA	NA	NA
CCDC113=HsaEX0012918	94.83	82.50	100.00	NA	100.00	NA	100.00	100.00	95.49	NA	100.00	86.70
HAGHL=HsaEX0029228	85.88	85.32	86.32	86.21	90.65	92.86	86.57	92.31	73.65	73.03	73.13	74.77
RHBDL1=HsaEX0053458	100.00	NA	NA	100.00	92.59	NA	NA	NA	88.24	NA	NA	NA
RBL2=HsaEX6043768	92.48	79.59	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
RPGRIP1L=HsaEX0055467	93.16	NA	100.00	84.38	100.00	100.00	100.00	100.00	95.59	100.00	NA	NA
CCP110=HsaEX0001075	46.67	NA	44.44	44.44	34.86	31.11	39.13	47.83	36.05	48.72	34.55	30.77
HERC1=HsaEX6075260	100.00	100.00	NA	NA	100.00	100.00	100.00	NA	83.07	NA	NA	NA
TTC23=HsaEX0067850	85.58	NA	82.02	80.79	93.89	96.02	95.13	89.83	92.76	86.04	92.99	100.00
TTC23=HsaEX0067854	74.16	NA	68.81	NA	70.44	77.48	NA	NA	60.28	NA	NA	NA
TTC23=HsaEX0067855	59.91	NA	NA	44.98	96.27	100.00	88.99	100.00	75.23	93.57	100.00	48.11
RHOV=HsaEX0053541	93.65	NA	100.00	82.61	93.85	92.31	100.00	90.00	100.00	NA	NA	100.00
FZD3=HsaEX0026690	77.16	71.28	78.57	84.62	67.32	52.76	93.33	67.26	68.36	53.92	90.91	67.74
FZD3=HsaEX6080172	97.80	93.87	100.00	100.00	94.27	91.35	100.00	92.79	93.49	83.20	100.00	100.00
EYA1=HsaEX0023577	92.68	100.00	100.00	80.82	91.76	93.43	89.97	92.69	88.46	94.81	83.57	83.15
SPAG1=HsaEX0061138	49.40	NA	NA	NA	39.62	38.78	41.18	NA	54.84	NA	NA	NA
SPAG1=HsaEX0061143	78.19	84.79	76.51	75.81	85.37	78.89	91.10	91.64	86.74	82.98	89.83	87.75
KCNN4=HsaEX0033081	60.82	NA	NA	NA	65.70	NA	NA	NA	74.24	NA	NA	NA
LIN7B=HsaEX0035879	78.49	66.67	93.33	75.76	94.29	93.75	92.00	NA	87.34	84.00	100.00	80.65
DMPK=HsaEX0019989	69.01	NA	76.47	54.21	74.20	76.16	76.36	70.35	60.23	NA	61.65	51.66
DMPK=HsaEX0019992	100.00	100.00	100.00	100.00	87.38	74.36	96.44	100.00	92.82	NA	NA	86.06
TNNT1=HsaEX0066308	92.71	100.00	91.69	88.31	92.20	95.04	100.00	77.36	89.96	88.48	83.63	100.00
APLP1=HsaEX0005148	80.00	82.61	79.17	78.79	82.95	83.87	80.56	85.71	73.06	NA	78.79	67.70
BBC3=HsaEX0007745	24.08	34.53	31.37	10.47	21.70	16.42	19.60	27.72	25.82	28.68	28.21	21.13
DENND3=HsaEX0019158	58.85	55.52	62.17	60.40	60.17	55.98	69.58	59.35	52.09	39.62	51.98	64.73
PTPRS=HsaEX0051217	34.32	33.09	43.17	24.66	31.92	42.74	22.23	24.34	28.80	34.26	26.21	22.16
MEGF8=HsaEX0038767	27.38	24.44	27.69	29.31	25.58	28.30	29.73	18.60	33.33	34.15	28.95	42.37
PBX4=HsaEX6094146	100.00	NA	NA	NA	89.77	82.69	NA	NA	100.00	NA	NA	NA
SIPA1L3=HsaEX0058404	92.31	100.00	87.07	93.63	90.55	86.63	100.00	93.42	85.52	82.86	84.45	88.65
SIPA1L3=HsaEX6094750	96.70	94.05	100.00	97.47	86.30	96.55	100.00	65.82	100.00	100.00	100.00	100.00
CADM4=HsaEX0012109	91.18	NA	81.14	100.00	100.00	100.00	100.00	100.00	92.72	NA	100.00	NA
LMBR1=HsaEX0035996	87.84	91.84	84.84	87.64	93.12	92.16	93.40	93.96	93.27	95.23	100.00	81.36
IQCE=HsaEX0032099	92.59	100.00	NA	NA	81.79	72.33	87.43	88.45	94.60	100.00	NA	85.97
ABHD11=HsaEX0000593	80.25	80.72	76.27	82.76	77.59	85.19	72.50	72.36	78.89	87.37	83.67	69.03
GLI3=HsaEX6007886	100.00	NA	NA	NA	92.77	NA	NA	NA	NA	NA	NA	NA
POLD2=HsaEX1028772	36.74	NA	NA	NA	46.02	NA	NA	NA	NA	NA	NA	NA
LHX2=HsaEX0035742	100.00	100.00	NA	100.00	89.09	NA	NA	100.00	87.80	NA	100.00	NA
FSD1L=HsaEX0026494	92.46	NA	NA	NA	79.04	NA	NA	NA	59.90	NA	NA	NA
AKNA=HsaEX0003456	90.91	NA	NA	NA	100.00	NA	NA	NA	88.05	NA	NA	NA
AKNA=HsaEX0003445	90.98	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA
DNM1=HsaEX0020438	42.11	27.97	46.68	40.20	26.42	28.97	29.53	24.35	29.49	18.54	37.50	26.39
TESK1=HsaEX0064506	99.23	97.47	100.00	100.00	96.00	100.00	90.48	100.00	88.62	100.00	81.82	87.04
SH3GL2=HsaEX0058003	95.57	88.91	94.86	100.00	100.00	100.00	100.00	100.00	86.97	100.00	83.47	79.23
ATE1=HsaEX0006486	73.03	62.65	80.56	72.42	82.16	79.89	82.60	85.56	73.00	72.37	71.17	76.14
PPP3CB=HsaEX0049746	46.23	49.18	54.79	37.57	53.53	55.60	45.65	60.44	59.20	71.85	59.18	47.68
ANKRD26=HsaEX0004399	95.08	NA	100.00	100.00	95.93	100.00	90.48	100.00	81.34	NA	NA	NA
LHPP=HsaEX0035740	88.60	100.00	NA	89.83	89.20	91.17	NA	NA	100.00	100.00	100.00	NA
CCNY=HsaEX0013693	84.90	79.53	94.17	79.84	84.71	83.25	87.67	83.11	81.58	78.84	90.35	77.04
ZMIZ1=HsaEX0072856	82.63	66.32	85.71	91.74	81.23	78.10	81.54	84.31	84.47	89.57	80.20	82.35
TBC1D12=HsaEX0063760	89.44	NA	NA	100.00	96.40	96.09	100.00	94.36	90.00	NA	100.00	84.62
TBC1D12=HsaEX1040061	1.30	0.00	NA	2.86	8.92	11.11	0.00	14.23	0.00	0.00	0.00	0.00
