GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type	comparison
FSD1L	HsaEX0026494	chr9:105539263-105539351	89	chr9:105535318,105539263-105539351,105546358	C1	HeLa_NLSTAF2dIDR_A	75.4	N	S1	TAF2
FSD1L	HsaEX0026494	chr9:105539263-105539351	89	chr9:105535318,105539263-105539351,105546358	C1	HeLa_NLSTAF2dIDR_B	85.97	N	S1	TAF2
FSD1L	HsaEX0026494	chr9:105539263-105539351	89	chr9:105535318,105539263-105539351,105546358	C1	HeLa_NLSTAF2dIDR_C	76.74	N	S1	TAF2
FSD1L	HsaEX0026494	chr9:105539263-105539351	89	chr9:105535318,105539263-105539351,105546358	C1	HeLa_TAF2	59.9	VLOW	S1	TAF2
FSD1L	HsaEX0026494	chr9:105539263-105539351	89	chr9:105535318,105539263-105539351,105546358	C1	HeLa_TAF2_A	62.26	N	S1	TAF2
FSD1L	HsaEX0026494	chr9:105539263-105539351	89	chr9:105535318,105539263-105539351,105546358	C1	HeLa_TAF2_B	59.05	N	S1	TAF2
FSD1L	HsaEX0026494	chr9:105539263-105539351	89	chr9:105535318,105539263-105539351,105546358	C1	HeLa_TAF2_C	58.58	N	S1	TAF2
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_FRT	100	LOW	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_FRT_A	100	N	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_FRT_B	100	N	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_FRT_C	100	N	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_NLSTAF2dIDR	85.91	OK	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_NLSTAF2dIDR_A	100	N	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_NLSTAF2dIDR_C	66.45	N	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_TAF2	100	VLOW	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_TAF2_A	100	N	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_TAF2_B	100	N	S1	TAF2dIDR
SOBP	HsaEX6048804	chr6:107503657-107503795	139	chr6:107490712,107503657-107503795,107506242	S	HeLa_TAF2_C	100	N	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_FRT	0	OK	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_FRT_A	0	VLOW	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_FRT_B	0	VLOW	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_FRT_C	0	VLOW	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_NLSTAF2dIDR	7.86	OK	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_NLSTAF2dIDR_A	13.31	LOW	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_NLSTAF2dIDR_B	0	N	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_NLSTAF2dIDR_C	0	N	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_TAF2	0	OK	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_TAF2_A	0	LOW	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_TAF2_B	0	VLOW	S1	TAF2dIDR
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	HeLa_TAF2_C	0	VLOW	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_FRT	39.76	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_FRT_A	32.69	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_FRT_B	22.23	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_FRT_C	57.52	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_NLSTAF2dIDR	57.25	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_NLSTAF2dIDR_A	71.57	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_NLSTAF2dIDR_B	71.33	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_NLSTAF2dIDR_C	14.66	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_TAF2	51.94	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_TAF2_A	50.75	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_TAF2_B	32.69	N	S1	TAF2dIDR
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	HeLa_TAF2_C	100	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_FRT	86.21	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_FRT_A	100	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_FRT_B	86.67	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_FRT_C	71.43	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_NLSTAF2dIDR	61.7	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_NLSTAF2dIDR_A	65.22	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_NLSTAF2dIDR_B	66.67	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_NLSTAF2dIDR_C	50	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_TAF2	78.95	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_TAF2_A	63.64	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_TAF2_B	100	N	S1	TAF2dIDR
VASH2	HsaEX0070235	chr1:212951339-212951392	54	chr1:212950740,212951339-212951392,212951589	C1	HeLa_TAF2_C	100	N	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_FRT	68.09	VLOW	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_FRT_A	100	N	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_FRT_B	59.13	N	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_FRT_C	49.64	N	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_NLSTAF2dIDR	53.33	OK	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_NLSTAF2dIDR_A	38.72	VLOW	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_NLSTAF2dIDR_C	53.39	N	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_TAF2	56.41	VLOW	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_TAF2_A	81.3	N	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_TAF2_B	61.2	N	S1	TAF2dIDR
FBXO25	HsaEX0025272	chr8:432886-432935	50	chr8:431444,432886-432935,435615	S	HeLa_TAF2_C	19.48	N	S1	TAF2dIDR
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_FRT	100	LOW	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_FRT_A	100	N	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_FRT_B	100	N	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_FRT_C	100	N	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_NLSTAF2dIDR	94.25	LOW	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_NLSTAF2dIDR_A	100	VLOW	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_NLSTAF2dIDR_C	77.03	N	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_TAF2	74.54	LOW	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_TAF2_A	85.28	N	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_TAF2_B	64.61	N	S1	TAF2
TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	HeLa_TAF2_C	72.8	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_FRT	45.84	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_FRT_A	35.48	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_FRT_B	49.28	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_FRT_C	56.02	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_NLSTAF2dIDR	65.4	VLOW	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_NLSTAF2dIDR_A	53.33	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_NLSTAF2dIDR_B	59.06	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_NLSTAF2dIDR_C	100	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_TAF2	96.61	VLOW	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_TAF2_A	100	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_TAF2_B	100	N	S1	TAF2
C21orf2	HsaEX0010540	chr21:44335758-44335804	47	chr21:44337649,44335758-44335804,44333262	S	HeLa_TAF2_C	89.29	N	S1	TAF2
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_FRT	70.73	VLOW	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_FRT_A	53.02	N	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_FRT_B	85.11	N	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_FRT_C	76.37	N	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_NLSTAF2dIDR	86.31	VLOW	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_NLSTAF2dIDR_A	100	N	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_NLSTAF2dIDR_B	88.36	N	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_NLSTAF2dIDR_C	60.23	N	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_TAF2	73.53	N	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_TAF2_A	100	N	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_TAF2_B	39.52	N	S1	TAF2dIDR
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	HeLa_TAF2_C	100	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_FRT	76.26	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_FRT_A	100	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_FRT_B	100	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_FRT_C	51.61	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_NLSTAF2dIDR	89.36	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_NLSTAF2dIDR_A	100	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_NLSTAF2dIDR_C	44.44	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_TAF2	100	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_TAF2_A	100	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_TAF2_B	100	N	S1	TAF2dIDR
WBSCR27	HsaEX0070880	chr7:73842018-73842144	127	chr7:73842490,73842018-73842144,73841198	C1	HeLa_TAF2_C	100	N	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_FRT	88.24	VLOW	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_FRT_A	33.33	N	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_FRT_B	100	N	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_FRT_C	100	N	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_NLSTAF2dIDR	78.57	VLOW	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_NLSTAF2dIDR_A	69.23	N	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_NLSTAF2dIDR_C	77.78	N	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_TAF2	90	VLOW	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_TAF2_A	100	N	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_TAF2_B	100	N	S1	TAF2dIDR
TRIM68	HsaEX0067187	chr11:4605079-4605561	483	chr11:4608027,4605079-4605561,4603340	S	HeLa_TAF2_C	71.43	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_FRT	87.14	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_FRT_A	100	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_FRT_B	100	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_FRT_C	61.77	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_NLSTAF2dIDR	82.89	VLOW	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_NLSTAF2dIDR_A	79.41	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_NLSTAF2dIDR_C	71.61	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_TAF2	84.94	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_TAF2_A	100	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_TAF2_B	61.77	N	S1	TAF2dIDR
STXBP6	HsaEX0062788	chr14:24974665-24974850	186	chr14:25010525,24974665-24974850,24857157	C2	HeLa_TAF2_C	100	N	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_FRT	92.56	VLOW	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_FRT_A	65.33	N	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_FRT_B	100	N	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_FRT_C	100	N	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_NLSTAF2dIDR	83.21	LOW	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_NLSTAF2dIDR_A	85.1	N	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_NLSTAF2dIDR_B	77.12	N	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_NLSTAF2dIDR_C	88.06	N	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_TAF2	100	VLOW	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_TAF2_A	100	N	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_TAF2_B	100	N	S1	TAF2dIDR
FGGY	HsaEX0025698	chr1:59321536-59321750	215	chr1:59297150,59321536-59321750,59339958	C2	HeLa_TAF2_C	100	N	S1	TAF2dIDR
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_FRT	45.19	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_FRT_A	100	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_FRT_B	100	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_FRT_C	11.39	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_NLSTAF2dIDR	100	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_NLSTAF2dIDR_A	100	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_NLSTAF2dIDR_C	100	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_TAF2	44.92	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_TAF2_A	36.94	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_TAF2_B	58.87	N	S1	TAF2
ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	HeLa_TAF2_C	30.06	N	S1	TAF2
TMEM116	HsaEX0065399	chr12:112003800-112003863	64	chr12:112005257,112003800-112003863,111991889	C1	HeLa_FRT	24.62	VLOW	S1	TAF2dIDR
TMEM116	HsaEX0065399	chr12:112003800-112003863	64	chr12:112005257,112003800-112003863,111991889	C1	HeLa_FRT_A	50	N	S1	TAF2dIDR
TMEM116	HsaEX0065399	chr12:112003800-112003863	64	chr12:112005257,112003800-112003863,111991889	C1	HeLa_FRT_B	5.88	N	S1	TAF2dIDR
TMEM116	HsaEX0065399	chr12:112003800-112003863	64	chr12:112005257,112003800-112003863,111991889	C1	HeLa_FRT_C	38.06	N	S1	TAF2dIDR
TMEM116	HsaEX0065399	chr12:112003800-112003863	64	chr12:112005257,112003800-112003863,111991889	C1	HeLa_NLSTAF2dIDR	41.94	VLOW	S1	TAF2dIDR
TMEM116	HsaEX0065399	chr12:112003800-112003863	64	chr12:112005257,112003800-112003863,111991889	C1	HeLa_NLSTAF2dIDR_A	60.74	N	S1	TAF2dIDR
TMEM116	HsaEX0065399	chr12:112003800-112003863	64	chr12:112005257,112003800-112003863,111991889	C1	HeLa_NLSTAF2dIDR_B	16.47	N	S1	TAF2dIDR
TMEM116	HsaEX0065399	chr12:112003800-112003863	64	chr12:112005257,112003800-112003863,111991889	C1	HeLa_NLSTAF2dIDR_C	33.12	N	S1	TAF2dIDR
