GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
PPL	HsaEX0049467	chr16:4899013-4899120	108	chr16:4899223+4899295,4899013-4899120,4897770	S	81.97	OK,OK,33=20=1,OK,C1@44.26,9.74	56.26	N,N,11=4=1,B1,C2@9.00,7.00	100.00	VLOW,VLOW,11=9=0,OK,S@20.00,0.00	100.00	VLOW,VLOW,11=7=0,OK,S@18.00,0.00	100.00	OK,OK,28=31=0,OK,S@59.00,0.00	100.00	VLOW,VLOW,11=13=0,OK,S@24.00,0.00	100.00	N,N,6=8=0,OK,S@14.00,0.00	100.00	VLOW,VLOW,11=10=0,OK,S@21.00,0.00	73.89	LOW,LOW,15=18=1,OK,C1@25.12,8.88	100.00	N,N,5=6=0,OK,S@11.00,0.00	100.00	N,N,7=9=0,OK,S@16.00,0.00	33.98	N,N,3=3=1,OK,C2@2.38,4.62	18.03
ARAP3	HsaEX0005301	chr5:141662103-141662255	153	chr5:141664922,141661976+141662043+141662103-141662255,141661789	S	86.89	OK,OK,22=31=4,OK,S@49.53,7.47	88.24	VLOW,VLOW,5=10=1,OK,S@14.12,1.88	83.33	VLOW,VLOW,9=11=2,OK,S@18.33,3.67	90.00	VLOW,VLOW,8=10=1,OK,S@17.10,1.90	71.43	OK,OK,27=28=11,OK,S@47.14,18.86	69.23	LOW,LOW,12=15=6,OK,S@22.85,10.15	72.73	N,N,7=9=3,OK,C1@13.82,5.18	75.00	N,N,8=4=2,OK,S@10.50,3.50	85.07	OK,OK,27=30=5,OK,S@52.74,9.26	73.33	VLOW,VLOW,11=11=4,OK,S@19.07,6.93	100.00	N,N,7=5=0,OK,S@12.00,0.00	92.00	VLOW,VLOW,9=14=1,OK,S@22.08,1.92	-15.46
POLM	HsaEX0048988	chr7:44079571-44079670	100	chr7:44080733,44079571-44079670+44079741+44079756,44078811+44078842	C2	80.81	SOK,SOK,50=51=12,OK,C2@91.32,21.68	73.70	LOW,LOW,15=13=5,OK,C2@24.32,8.68	89.48	LOW,LOW,17=17=2,OK,C2@32.21,3.79	79.60	OK,OK,18=21=5,OK,C2@35.02,8.98	98.55	SOK,SOK,68=68=1,OK,C2@135.01,1.99	96.43	OK,OK,20=34=1,OK,C2@53.04,1.96	100.00	OK,OK,23=17=0,OK,C3@40.00,0.00	100.00	OK,OK,25=17=0,OK,C3@42.00,0.00	90.84	SOK,SOK,65=54=6,OK,C3@113.55,11.45	94.12	LOW,LOW,18=14=1,OK,C3@31.06,1.94	96.16	OK,OK,27=23=1,OK,C3@49.04,1.96	82.22	OK,OK,20=17=4,OK,C2@33.71,7.29	17.74
RECK	HsaEX0052973	chr9:36112305-36112476	172	chr9:36110079+36110256,36112305-36112476,36116985	S	100.00	LOW,LOW,14=26=0,OK,C1@40.00,0.00	100.00	N,N,3=11=0,B1,C1@14.00,0.00	100.00	N,N,4=9=0,B1,C1@13.00,0.00	100.00	N,N,7=6=0,OK,S@13.00,0.00	84.98	OK,OK,20=36=5,OK,S@51.84,9.16	85.84	VLOW,VLOW,8=16=2,OK,S@22.32,3.68	66.89	N,N,4=8=3,OK,C1@10.03,4.97	100.00	VLOW,VLOW,8=12=0,OK,S@20.00,0.00	96.05	OK,OK,20=28=1,OK,S@47.06,1.94	85.81	N,N,3=9=1,B1,S@11.16,1.84	100.00	VLOW,VLOW,8=10=0,OK,S@18.00,0.00	100.00	N,N,9=9=0,OK,S@18.00,0.00	-15.02
ATP7B	HsaEX0007041	chr13:51961837-51961913	77	chr13:51964872,51961833+51961837-51961913,51957607	C2	100.00	VLOW,VLOW,11=11=0,OK,C2@22.00,0.00	100.00	N,N,3=3=0,OK,C2@6.00,0.00	100.00	N,N,5=7=0,OK,C3@12.00,0.00	100.00	N,N,3=1=0,B1,C2@4.00,0.00	81.33	VLOW,VLOW,7=10=2,OK,C3@15.45,3.55	60.47	N,N,2=4=2,OK,C2@4.84,3.16	100.00	N,N,4=4=0,OK,C2@8.00,0.00	100.00	N,N,1=2=0,OK,C3@3.00,0.00	92.26	VLOW,VLOW,14=9=1,OK,C2@22.14,1.86	83.90	N,N,7=3=1,B1,C2@9.23,1.77	100.00	N,N,5=3=0,OK,C2@8.00,0.00	100.00	N,N,2=3=0,OK,C3@5.00,0.00	-18.67
ATP7B	HsaEX0007042	chr13:51960148-51960322	175	chr13:51961833+51961837,51960148-51960322,51958400+51958544	C1	100.00	VLOW,VLOW,11=9=0,OK,C1@20.00,0.00	100.00	N,N,3=0=0,Bn,S@3.00,0.00	100.00	N,N,7=5=0,OK,C1@12.00,0.00	100.00	N,N,1=4=0,B1,C1@5.00,0.00	82.61	VLOW,VLOW,10=9=2,OK,C2@17.35,3.65	69.23	N,N,4=5=2,OK,C2@7.62,3.38	100.00	N,N,4=2=0,OK,C1@6.00,0.00	100.00	N,N,2=2=0,OK,C2@4.00,0.00	89.47	N,N,9=8=1,OK,C2@16.10,1.90	77.78	N,N,3=4=1,OK,C2@6.22,1.78	100.00	N,N,3=1=0,B1,C2@4.00,0.00	100.00	N,N,3=3=0,OK,C1@6.00,0.00	-17.39
STAMBP	HsaEX0062235	chr2:73870143-73870349	207	chr2:73862304,73870143-73870349+73870352,73873352	C1	62.96	VLOW,VLOW,6=11=5,OK,C2@13.85,8.15	50.00	N,N,1=1=1,OK,C2@1.50,1.50	77.78	N,N,4=3=1,OK,C1@6.22,1.78	57.14	N,N,1=7=3,B2,C2@6.29,4.71	84.00	VLOW,VLOW,9=12=2,OK,C2@19.32,3.68	80.00	N,N,2=6=1,B1,C1@7.20,1.80	66.67	N,N,2=2=1,OK,C2@3.33,1.67	100.00	N,N,5=4=0,OK,C2@9.00,0.00	87.50	N,N,7=7=1,OK,C2@13.12,1.88	100.00	N,N,1=4=0,B1,S@5.00,0.00	100.00	N,N,4=1=0,B1,C3@5.00,0.00	66.67	N,N,2=2=1,OK,C2@3.33,1.67	21.04
ATXN1	HsaEX0007241	chr6:16585780-16585907	128	chr6:16657776,16585780-16585907,16522688	S	82.61	VLOW,VLOW,12=7=2,OK,S@17.35,3.65	100.00	N,N,4=4=0,OK,C1@8.00,0.00	80.00	N,N,6=2=1,B1,S@7.20,1.80	60.00	N,N,2=1=1,OK,S@2.40,1.60	100.00	VLOW,VLOW,12=9=0,OK,S@21.00,0.00	100.00	N,N,4=4=0,OK,C1@8.00,0.00	100.00	N,N,3=3=0,OK,S@6.00,0.00	100.00	N,N,5=2=0,B1,S@7.00,0.00	100.00	N,N,17=4=0,B1,C1@21.00,0.00	100.00	N,N,5=1=0,B1,C2@6.00,0.00	100.00	N,N,6=1=0,B2,S@7.00,0.00	100.00	N,N,6=2=0,B1,S@8.00,0.00	17.39
LRRFIP1	HsaEX0036734	chr2:237714259-237714276	18	chr2:237708630,237714259-237714276,237719523	C3	8.12	LOW,LOW,1=0=18,Bn,C1@1.54,17.46	0.00	N,N,0=0=5,Bn,S@0.00,5.00	0.00	N,N,0=0=5,Bn,C1@0.00,5.00	16.58	N,N,1=0=8,Bn,C1@1.49,7.51	29.32	OK,OK,3=3=23,OK,C2@8.50,20.50	30.25	VLOW,VLOW,2=1=11,OK,C2@4.23,9.77	31.24	N,N,1=1=7,OK,C3@2.81,6.19	24.13	N,N,0=1=5,Bn,C3@1.45,4.55	15.01	LOW,LOW,1=1=18,OK,C2@3.00,17.00	31.24	N,N,1=1=7,OK,C2@2.81,6.19	0.00	N,N,0=0=5,Bn,C2@0.00,5.00	0.00	N,N,0=0=6,Bn,C1@0.00,6.00	21.20
LRRFIP1	HsaEX0036735	chr2:237717762-237717809	48	chr2:237714276,237717762-237717809,237719523	C2	0.00	LOW,LOW,0=0=18,Bn,C3@0.00,18.00	0.00	N,N,0=0=5,Bn,C3@0.00,5.00	0.00	N,N,0=0=5,Bn,C3@0.00,5.00	0.00	N,N,0=0=8,Bn,C3@0.00,8.00	18.64	OK,OK,3=1=23,B2,C3@5.03,21.97	12.63	VLOW,VLOW,1=0=11,Bn,C3@1.52,10.48	22.99	N,N,1=1=7,B1,C3@2.07,6.93	24.13	N,N,1=0=5,Bn,C3@1.45,4.55	12.58	LOW,LOW,1=2=18,OK,C3@2.64,18.36	22.99	N,N,1=1=7,B1,C3@2.07,6.93	9.09	N,N,0=1=5,Bn,C3@0.55,5.45	0.00	N,N,0=0=6,Bn,C3@0.00,6.00	18.64
SLC25A35	HsaEX0059101	chr17:8292523-8292588	66	chr17:8294433,8292523-8292588,8290976	C2	81.82	VLOW,VLOW,18=9=3,OK,C1@24.55,5.45	71.43	N,N,7=3=2,B1,C1@8.57,3.43	66.67	N,N,2=2=1,OK,C2@3.33,1.67	100.00	N,N,9=4=0,B1,C1@13.00,0.00	52.94	VLOW,VLOW,6=12=8,OK,C3@13.76,12.24	37.50	N,N,2=4=5,OK,C2@4.12,6.88	57.14	N,N,3=5=3,OK,C3@6.29,4.71	100.00	N,N,1=3=0,B1,C2@4.00,0.00	47.06	N,N,8=8=9,OK,C2@11.77,13.23	50.00	N,N,3=3=3,OK,C2@4.50,4.50	33.33	N,N,2=3=5,OK,C2@3.33,6.67	71.43	N,N,3=2=1,OK,C2@4.29,1.71	-28.88
ZNF133	HsaEX0073026	chr20:18297985-18298062	78	chr20:18288604,18297985-18298062,18305668+18305681+18305723	C2	31.58	VLOW,VLOW,6=6=13,OK,C2@7.89,17.11	33.33	N,N,4=0=4,Bn,S@2.67,5.33	40.00	N,N,1=3=3,B1,C2@2.80,4.20	25.00	N,N,1=3=6,B1,C2@2.50,7.50	47.37	LOW,LOW,14=13=15,OK,C2@19.90,22.10	77.78	N,N,6=8=2,OK,C2@12.44,3.56	33.33	N,N,3=3=6,OK,C2@4.00,8.00	33.33	N,N,5=2=7,B1,C2@4.67,9.33	53.85	VLOW,VLOW,8=13=9,OK,C2@16.16,13.85	69.23	N,N,4=5=2,OK,C3@7.62,3.38	69.23	N,N,2=7=2,B1,C2@7.62,3.38	23.08	N,N,2=1=5,OK,C2@1.85,6.15	15.79
HIVEP3	HsaEX0030068	chr1:41524735-41524910	176	chr1:41575544,41524735-41524910,41518488	C1	48.57	VLOW,VLOW,10=7=9,OK,C1@12.63,13.37	38.46	N,N,1=4=4,B1,C2@3.46,5.54	41.18	N,N,5=2=5,B1,C1@4.94,7.06	100.00	N,N,4=1=0,B1,S@5.00,0.00	81.82	VLOW,VLOW,11=7=2,OK,C2@16.36,3.64	80.00	N,N,5=3=1,OK,C2@7.20,1.80	100.00	N,N,3=2=0,OK,C1@5.00,0.00	71.43	N,N,3=2=1,OK,C1@4.29,1.71	65.22	N,N,11=4=4,B1,C2@12.39,6.61	77.78	N,N,3=4=1,OK,C1@6.22,1.78	71.43	N,N,5=0=1,Bn,C1@4.29,1.71	42.86	N,N,3=0=2,Bn,C2@2.14,2.86	33.25
TNFRSF19	HsaEX0066198	chr13:23668692-23669097	406	chr13:23668082,23668692-23669097,23673372	S	62.16	VLOW,VLOW,10=13=7,OK,C1@18.65,11.35	81.82	N,N,5=4=1,OK,S@8.18,1.82	80.00	N,N,3=5=1,OK,C1@7.20,1.80	37.50	N,N,2=4=5,OK,C1@4.12,6.88	84.00	VLOW,VLOW,9=12=2,OK,S@19.32,3.68	100.00	N,N,4=5=0,OK,S@9.00,0.00	100.00	N,N,2=3=0,OK,S@5.00,0.00	63.64	N,N,3=4=2,OK,C1@5.73,3.27	76.92	VLOW,VLOW,10=10=3,OK,S@17.69,5.31	71.43	N,N,2=3=1,OK,S@4.29,1.71	77.78	N,N,4=3=1,OK,S@6.22,1.78	80.00	N,N,4=4=1,OK,S@7.20,1.80	21.84
TTBK2	HsaEX0067729	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	75.19	OK,OK,32=23=9,OK,S@48.12,15.88	88.05	N,N,6=9=1,OK,S@14.09,1.91	56.48	N,N,10=3=5,B1,C1@10.17,7.83	81.67	LOW,LOW,16=11=3,OK,S@24.50,5.50	90.51	OK,OK,30=28=3,OK,S@55.21,5.79	100.00	VLOW,VLOW,13=11=0,OK,S@24.00,0.00	81.59	N,N,9=9=2,OK,S@16.32,3.68	88.74	N,N,8=8=1,OK,C1@15.09,1.91	92.22	OK,OK,24=24=2,OK,S@46.11,3.89	85.66	N,N,6=6=1,OK,C1@11.14,1.86	90.34	VLOW,VLOW,9=10=1,OK,S@18.07,1.93	100.00	N,N,9=8=0,OK,S@17.00,0.00	15.32
E2F8	HsaEX0021429	chr11:19234360-19234521	162	chr11:19237151+19237314,19234360-19234521,19230834	C3	77.42	SOK,SOK,57=39=14,OK,C3@85.16,24.84	80.95	LOW,LOW,21=13=4,OK,C3@30.76,7.24	77.78	LOW,LOW,18=17=5,OK,C3@31.11,8.89	72.97	VLOW,VLOW,18=9=5,OK,C3@23.35,8.65	93.04	SOK,SOK,59=48=4,OK,C3@103.27,7.73	96.67	OK,OK,30=28=1,OK,C3@57.04,1.96	100.00	LOW,LOW,17=12=0,OK,C3@29.00,0.00	76.92	VLOW,VLOW,12=8=3,OK,C3@17.69,5.31	90.83	SOK,SOK,46=53=5,OK,C3@94.46,9.54	95.65	OK,OK,15=29=1,OK,C3@43.04,1.96	94.12	LOW,LOW,18=14=1,OK,C3@31.06,1.94	79.31	VLOW,VLOW,13=10=3,OK,C3@20.62,5.38	15.62
CCNT1	HsaEX0013676	chr12:48695999-48696141	143	chr12:48698138,48695999-48696141+48696162,48695806+48695829	S	58.23	SOK,SOK,68=84=56,OK,S@121.12,86.88	51.79	OK,OK,21=25=22,OK,S@35.22,32.78	57.19	OK,OK,18=29=18,OK,S@37.17,27.83	65.50	OK,OK,29=30=16,OK,S@49.12,25.87	75.27	SOK,SOK,107=130=40,OK,S@208.50,68.50	74.22	SOK,SOK,44=57=18,OK,S@88.32,30.68	78.76	OK,OK,22=36=8,OK,S@51.98,14.02	74.19	OK,OK,41=37=14,OK,S@68.25,23.75	83.80	SOK,SOK,120=121=24,OK,S@222.07,42.93	82.24	OK,OK,39=42=9,OK,S@74.02,15.98	83.04	OK,OK,39=37=8,OK,S@69.75,14.25	86.08	OK,OK,42=42=7,OK,S@78.33,12.67	17.04
TEP1	HsaEX0064477	chr14:20381553-20381686	134	chr14:20381913,20381553-20381686+20381691,20381396+20381401	S	26.15	OK,OK,9=8=24,OK,S@10.72,30.28	28.57	N,N,1=3=5,B1,S@2.57,6.43	26.32	N,N,3=2=7,OK,S@3.16,8.84	25.00	VLOW,VLOW,5=3=12,OK,S@5.00,15.00	44.44	OK,OK,12=20=20,OK,S@23.11,28.89	42.11	VLOW,VLOW,7=9=11,OK,S@11.37,15.63	62.50	N,N,3=7=3,B1,S@8.12,4.88	33.33	N,N,2=4=6,OK,S@4.00,8.00	28.89	LOW,LOW,5=8=16,OK,S@8.38,20.62	71.43	N,N,3=2=1,OK,S@4.29,1.71	15.79	N,N,0=3=8,Bn,S@1.74,9.26	26.32	N,N,2=3=7,OK,S@3.16,8.84	18.29
QRICH2	HsaEX0051482	chr17:76289992-76290077	86	chr17:76291015,76289992-76290077,76287897	C1	77.27	LOW,LOW,14=20=5,OK,C1@30.14,8.86	100.00	N,N,3=7=0,B1,S@10.00,0.00	76.47	N,N,7=6=2,OK,C1@11.47,3.53	64.71	N,N,4=7=3,OK,C1@9.06,4.94	59.09	VLOW,VLOW,14=12=9,OK,C1@20.68,14.32	52.38	N,N,6=5=5,OK,C1@8.38,7.62	100.00	N,N,3=5=0,OK,C1@8.00,0.00	46.67	N,N,5=2=4,B1,S@5.13,5.87	82.22	LOW,LOW,14=23=4,OK,C1@33.71,7.29	76.47	N,N,4=9=2,B1,S@11.47,3.53	88.24	N,N,4=11=1,B1,C1@14.12,1.88	81.82	N,N,6=3=1,OK,C1@8.18,1.82	-18.18
ZNF236	HsaEX0073229	chr18:76849622-76849668	47	chr18:76822662,76849526+76849622-76849668,76868685+76868841	C3	82.30	VLOW,VLOW,8=30=4,B1,C3@34.57,7.43	86.69	N,N,4=9=1,B1,C3@12.14,1.86	100.00	N,N,2=8=0,B1,C3@10.00,0.00	70.82	N,N,2=13=3,B2,C3@12.75,5.25	100.00	OK,OK,16=31=0,OK,C3@47.00,0.00	100.00	VLOW,VLOW,8=15=0,OK,C3@23.00,0.00	100.00	VLOW,VLOW,7=10=0,OK,C3@17.00,0.00	100.00	N,N,1=6=0,B2,C3@7.00,0.00	95.22	OK,OK,25=16=1,OK,C2@39.99,2.01	100.00	VLOW,VLOW,15=6=0,B1,C2@21.00,0.00	82.92	N,N,3=7=1,B1,C3@9.12,1.88	100.00	N,N,7=3=0,B1,C2@10.00,0.00	17.70
POLN	HsaEX0048999	chr4:2157858-2157911	54	chr4:2170679+2170682,2157858-2157911,2131290	C3	13.59	VLOW,VLOW,1=3=13,B1,C2@2.31,14.69	20.48	N,N,0=2=4,Bn,C2@1.23,4.77	7.69	N,N,1=0=6,Bn,C1@0.54,6.46	14.65	N,N,0=1=3,Bn,C3@0.59,3.41	37.58	LOW,LOW,6=14=17,B1,C3@13.90,23.10	37.61	VLOW,VLOW,4=9=11,B1,C3@9.03,14.97	33.55	N,N,2=1=3,OK,C3@2.01,3.99	41.06	N,N,0=4=3,Bn,C3@2.87,4.13	33.73	LOW,LOW,6=9=15,OK,C3@10.12,19.88	47.09	N,N,3=4=4,OK,C3@5.18,5.82	23.25	N,N,2=1=5,OK,C2@1.86,6.14	29.91	N,N,1=4=6,B1,C2@3.29,7.71	23.99
AOC3	HsaEX0004775	chr17:42855444-42855573	130	chr17:42854733,42855299+42855394+42855444-42855573,42856275	S	80.00	VLOW,VLOW,15=9=3,OK,S@21.60,5.40	100.00	N,N,5=3=0,OK,S@8.00,0.00	53.85	N,N,2=5=3,B1,S@5.38,4.62	100.00	N,N,8=1=0,B2,S@9.00,0.00	100.00	VLOW,VLOW,15=7=0,B1,S@22.00,0.00	100.00	N,N,9=3=0,B1,S@12.00,0.00	100.00	N,N,4=3=0,OK,S@7.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	92.86	VLOW,VLOW,17=9=1,OK,S@25.07,1.93	100.00	N,N,5=4=0,OK,S@9.00,0.00	83.33	N,N,8=2=1,B1,S@9.17,1.83	100.00	N,N,4=3=0,OK,S@7.00,0.00	20.00
RAP1GAP2	HsaEX0052222	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	61.03	OK,OK,22=21=10,OK,S@32.35,20.65	52.98	N,N,2=7=3,B1,S@6.36,5.64	88.32	VLOW,LOW,13=8=1,OK,S@19.43,2.57	44.04	N,VLOW,7=6=6,OK,S@8.37,10.63	45.87	LOW,OK,16=16=14,OK,S@21.10,24.90	46.45	N,N,7=5=5,OK,S@7.90,9.10	54.67	N,N,3=6=3,B1,C1@6.56,5.44	39.95	N,VLOW,6=5=6,OK,S@6.79,10.21	42.41	LOW,OK,19=17=18,OK,S@22.90,31.10	57.09	N,N,6=5=3,OK,S@7.99,6.01	28.95	N,VLOW,5=4=8,OK,S@4.92,12.08	46.30	N,VLOW,8=8=7,OK,S@10.65,12.35	-15.16
BTBD2	HsaEX1005931	chr19:2017183-2017300	118	chr19:2028708,2017183-2017300,1997463	C1	72.16	OK,OK,17=40=11,B1,C1@49.07,18.93	85.27	VLOW,VLOW,8=15=2,OK,C1@21.32,3.68	50.42	VLOW,VLOW,5=11=8,B1,C1@12.10,11.90	89.79	N,N,4=14=1,B1,C1@17.06,1.94	87.72	OK,OK,33=38=5,OK,C1@66.67,9.33	88.25	LOW,LOW,11=19=2,OK,C1@28.24,3.76	90.48	VLOW,VLOW,9=10=1,OK,C1@18.10,1.90	84.82	VLOW,VLOW,13=9=2,OK,C1@20.36,3.64	68.13	LOW,LOW,14=29=10,B1,C1@36.11,16.89	61.92	N,N,3=10=4,B1,C1@10.53,6.47	69.70	N,N,7=7=3,OK,C1@11.85,5.15	72.67	N,N,4=12=3,B1,C1@13.81,5.19	15.56
SLF1	HsaEX1037806	chr5:94701695-94701771	77	chr5:94692256+94692260,94701695-94701771,94708225	C3	100.00	LOW,LOW,16=17=0,OK,C3@33.00,0.00	100.00	N,N,5=6=0,OK,C3@11.00,0.00	100.00	N,N,3=5=0,OK,C3@8.00,0.00	100.00	N,N,8=6=0,OK,C3@14.00,0.00	84.31	OK,OK,22=21=4,OK,C3@39.63,7.37	100.00	VLOW,VLOW,8=11=0,OK,C3@19.00,0.00	75.00	N,N,5=7=2,OK,C3@10.50,3.50	75.00	N,N,9=3=2,B1,C3@10.50,3.50	72.55	LOW,LOW,18=19=7,OK,C3@31.92,12.08	83.33	N,N,5=5=1,OK,C3@9.17,1.83	52.38	N,N,5=6=5,OK,C3@8.38,7.62	88.89	N,N,8=8=1,OK,C3@15.11,1.89	-15.69
SLF1	HsaEX1037807	chr5:94701918-94702027	110	chr5:94701771,94701918-94702027,94702523	C1	61.01	VLOW,VLOW,11=6=6,OK,S@14.03,8.97	75.90	N,N,5=1=1,B1,S@5.31,1.69	63.27	N,N,3=3=2,OK,S@5.06,2.94	48.23	N,N,3=2=3,OK,S@3.86,4.14	30.86	LOW,LOW,7=7=18,OK,C1@9.88,22.12	38.74	N,N,5=2=6,OK,C1@5.04,7.96	17.77	N,N,0=3=9,Bn,C1@2.13,9.87	43.34	N,N,2=2=3,OK,C2@3.03,3.97	29.08	LOW,LOW,11=1=15,B2,C2@7.85,19.15	20.00	N,N,2=0=4,Bn,C1@1.20,4.80	21.18	N,N,3=1=8,B1,C2@2.54,9.46	50.00	N,N,6=0=3,Bn,C1@4.50,4.50	-30.15
SLF1	HsaEX1037808	chr5:94702523-94702576	54	chr5:94701771,94702523-94702576,94708225	C2	100.00	LOW,LOW,12=33=0,B1,C1@45.00,0.00	100.00	N,N,2=10=0,B1,C1@12.00,0.00	100.00	N,N,5=9=0,OK,C2@14.00,0.00	100.00	VLOW,VLOW,5=14=0,B1,C1@19.00,0.00	83.89	OK,OK,20=30=5,OK,C2@46.14,8.86	89.79	VLOW,VLOW,7=10=1,OK,C1@16.16,1.84	83.26	VLOW,VLOW,10=9=2,OK,C2@17.48,3.52	78.48	N,N,3=11=2,B1,C2@12.56,3.44	68.40	VLOW,VLOW,9=21=7,B1,C2@25.31,11.69	83.33	N,N,3=7=1,B1,C1@9.17,1.83	60.47	N,N,4=11=5,B1,C2@12.09,7.91	71.43	N,N,2=3=1,OK,C1@4.29,1.71	-16.11
CCNJL	HsaEX0013656	chr5:160280525-160280738	214	chr5:160311858,160280525-160280738,160259771	S	80.49	OK,OK,31=20=6,OK,S@45.88,11.12	83.60	VLOW,VLOW,16=5=2,B1,S@19.23,3.77	82.92	N,N,4=6=1,OK,S@9.12,1.88	76.39	VLOW,VLOW,11=9=3,OK,C1@17.57,5.43	100.00	OK,OK,38=17=0,B1,S@55.00,0.00	100.00	VLOW,VLOW,13=11=0,OK,S@24.00,0.00	100.00	N,N,12=1=0,B2,S@13.00,0.00	100.00	VLOW,VLOW,13=5=0,B1,C1@18.00,0.00	79.86	OK,OK,28=21=6,OK,C1@43.92,11.08	74.44	N,N,14=4=3,B1,S@15.63,5.37	75.93	N,N,7=6=2,OK,S@11.39,3.61	89.73	VLOW,VLOW,7=11=1,OK,C1@17.05,1.95	19.51
OASL	HsaEX0044500	chr12:121027576-121027817	242	chr12:121031442,121027576-121027817,121024137	S	95.00	OK,OK,22=16=1,OK,S@37.05,1.95	84.62	N,N,9=2=1,B1,S@10.15,1.85	100.00	N,N,5=9=0,OK,S@14.00,0.00	100.00	N,N,8=5=0,OK,S@13.00,0.00	79.55	OK,OK,35=35=9,OK,S@62.84,16.16	69.70	VLOW,VLOW,11=12=5,OK,S@19.52,8.48	82.35	LOW,LOW,11=17=3,OK,S@25.53,5.47	90.48	VLOW,VLOW,13=6=1,B1,S@18.10,1.90	95.92	OK,OK,21=26=1,OK,S@46.04,1.96	100.00	N,N,7=4=0,OK,S@11.00,0.00	100.00	VLOW,VLOW,11=11=0,OK,S@22.00,0.00	87.50	N,N,3=11=1,B1,S@13.12,1.88	-15.45
PCNX2	HsaEX0046002	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	100.00	LOW,OK,24=14=0,OK,C3@38.00,0.00	100.00	N,N,7=2=0,B1,C3@9.00,0.00	100.00	N,N,8=8=0,OK,C3@16.00,0.00	100.00	N,N,9=4=0,B1,C3@13.00,0.00	65.49	VLOW,VLOW,18=8=7,B1,C3@21.61,11.39	53.46	N,N,7=2=4,B1,C3@6.95,6.05	60.50	N,N,5=4=3,OK,C3@7.26,4.74	100.00	N,N,6=2=0,B1,C3@8.00,0.00	80.50	LOW,LOW,21=11=4,OK,C3@28.98,7.02	72.36	N,N,5=5=2,OK,C3@8.68,3.32	87.65	N,N,12=2=1,B2,C3@13.15,1.85	80.71	N,N,4=4=1,OK,C3@7.26,1.74	-34.51
PCNX2	HsaEX0045997	chr1:233262045-233262165	121	chr1:233262958,233262045-233262165,233261321	S	59.65	OK,OK,17=23=13,OK,S@31.61,21.39	78.12	N,VLOW,5=9=2,B1,C1@12.50,3.50	49.09	N,N,5=7=6,OK,S@8.84,9.16	56.54	N,N,7=7=5,OK,S@10.74,8.26	80.41	OK,OK,37=34=8,OK,S@63.52,15.48	64.61	LOW,LOW,17=11=7,OK,S@22.61,12.39	100.00	VLOW,VLOW,9=12=0,OK,S@21.00,0.00	91.06	VLOW,VLOW,11=11=1,OK,S@20.94,2.06	51.96	OK,OK,26=29=24,OK,S@41.05,37.95	35.30	VLOW,VLOW,7=6=11,OK,S@8.47,15.53	60.95	N,N,9=7=5,OK,C1@12.80,8.20	60.57	LOW,LOW,10=16=8,OK,S@20.59,13.41	20.76
RALGPS1	HsaEX0052085	chr9:126965844-126965951	108	chr9:126962346,126965844-126965951,126977695	S	84.79	VLOW,VLOW,10=11=2,OK,C1@19.50,3.50	64.88	N,N,3=4=2,OK,C2@5.84,3.16	100.00	N,N,3=3=0,OK,S@6.00,0.00	100.00	N,N,4=4=0,OK,C1@8.00,0.00	100.00	LOW,LOW,12=15=0,OK,S@27.00,0.00	100.00	N,N,7=6=0,OK,S@13.00,0.00	100.00	N,N,4=3=0,OK,S@7.00,0.00	100.00	N,N,1=6=0,B2,S@7.00,0.00	100.00	VLOW,VLOW,8=13=0,OK,C1@21.00,0.00	100.00	N,N,2=4=0,OK,C2@6.00,0.00	100.00	N,N,4=7=0,OK,C1@11.00,0.00	100.00	N,N,2=2=0,OK,S@4.00,0.00	15.21
