GENE	EVENT	AS_TYPE	dPSI_SRRM2_HepG2	direction_SRRM2_HepG2
FKBP5	HsaEX1014622	Exon	-30.36	DOWN
RP11-675F6.4	HsaINT1037293	Intron	-30.48	DOWN
MROH2A	HsaEX6019291	Exon	-30.660000000000004	DOWN
GATSL3	HsaEX7109106	Exon	-30.730000000000004	DOWN
IDH3G	HsaINT1016155	Intron	-30.89	DOWN
RP1-45I4.3	HsaINT1029907	Intron	-30.950000000000003	DOWN
SGK494	HsaINT0149001	Intron	-30.97	DOWN
ANPEP	HsaEX0004693	Exon	-30.999999999999996	DOWN
NKTR	HsaINT0113810	Intron	-30.999999999999996	DOWN
PAQR6	HsaINT1026127	Intron	-31.090000000000003	DOWN
UNC5CL	HsaINT0177895	Intron	-31.349999999999998	DOWN
PCSK4	HsaINT0121574	Intron	-31.35	DOWN
LGALS9C	HsaEX1019583	Exon	-31.439999999999998	DOWN
ZBTB22	HsaINT1047084	Intron	-31.46	DOWN
GMNN	HsaALTD1012748-5/5	Alt. Donor	-31.689999999999998	DOWN
MELTF-AS1	HsaINT1022796	Intron	-31.760000000000005	DOWN
ZFPM2-AS1	HsaEX0054472	Exon	-31.79	DOWN
KMT2A	HsaEX0039465	Exon	-31.89	DOWN
CCDC40	HsaINT0029580	Intron	-32.13	DOWN
BOLA1	HsaINT0018237	Intron	-32.239999999999995	DOWN
RP3-399L15.3	HsaEX7003857	Exon	-32.37	DOWN
LYSMD4	HsaINT0097964	Intron	-32.519999999999996	DOWN
RP1-240K6.3	HsaINT1029777	Intron	-32.56999999999999	DOWN
DNASE1	HsaEX1012063	Exon	-32.59	DOWN
ANKRD10	HsaINT0008386	Intron	-32.72	DOWN
CIC	HsaALTD1005071-2/4	Alt. Donor	-32.790000000000006	DOWN
LINC02018	HsaALTA1062666-1/3	Alt. Acceptor	-32.93	DOWN
DND1	HsaINT1011674	Intron	-33.08	DOWN
SMAD6	HsaINT0154746	Intron	-33.22	DOWN
SH2D5	HsaEX0057938	Exon	-33.32	DOWN
POLR2J	HsaALTD1052337-2/2	Alt. Donor	-33.33	DOWN
INTU	HsaEX0031967	Exon	-33.33	DOWN
CEBPZOS	HsaINT1007149	Intron	-33.47	DOWN
CRAMP1	HsaALTD1053862-2/2	Alt. Donor	-33.620000000000005	DOWN
ECM1	HsaINT0053819	Intron	-33.67	DOWN
RP11-712L6.5	HsaINT1037636	Intron	-33.68000000000001	DOWN
FBN3	HsaEX0025100	Exon	-33.72	DOWN
B4GALNT3	HsaINT1004982	Intron	-33.739999999999995	DOWN
CARHSP1	HsaINT0027768	Intron	-33.85	DOWN
CALML4	HsaINT0026927	Intron	-33.980000000000004	DOWN
CDC16	HsaINT0031478	Intron	-34.2	DOWN
IFT140	HsaINT0079062	Intron	-34.92	DOWN
LSP1	HsaINT0097436	Intron	-34.99	DOWN
SLC25A27	HsaINT0151778	Intron	-35.06999999999999	DOWN
BTN3A1	HsaINT1005500	Intron	-35.34	DOWN
PRKCA	HsaINT1028006	Intron	-35.46999999999999	DOWN
GARNL3	HsaINT0067764	Intron	-35.6	DOWN
RP11-783K16.13	HsaINT1038161	Intron	-35.65	DOWN
ABHD18	HsaINT0024105	Intron	-35.79	DOWN
SLC25A48	HsaEX0059154	Exon	-36.019999999999996	DOWN
RP11-304L19.13	HsaINT1032964	Intron	-36.089999999999996	DOWN
POLD4	HsaINT0128921	Intron	-36.21999999999999	DOWN
CASC19	HsaINT1006372	Intron	-36.22	DOWN
C1orf220	HsaINT0022391	Intron	-36.24	DOWN
NDUFV3	HsaINT1024702	Intron	-36.300000000000004	DOWN
OSGEPL1-AS1	HsaINT1025719	Intron	-36.58	DOWN
BGLAP	HsaINT0017604	Intron	-36.73	DOWN
KLRC3	HsaINT1047857	Intron	-37.21	DOWN
TLN2	HsaEX1040887	Exon	-37.349999999999994	DOWN
DOCK7	HsaEX6031310	Exon	-37.37	DOWN
PIN4	HsaALTD1008736-3/3	Alt. Donor	-37.41	DOWN
RHBDL1	HsaINT0140389	Intron	-37.459999999999994	DOWN
SRCAP	HsaINT0158757	Intron	-37.47	DOWN
CC2D1B	HsaINT0028554	Intron	-37.6	DOWN
HIST1H3D	HsaINT0076310	Intron	-37.74	DOWN
ZNF90	HsaEX1045581	Exon	-37.78	DOWN
B4GALT4	HsaINT0016260	Intron	-37.9	DOWN
MICALL2	HsaINT0102925	Intron	-38.07	DOWN
SLC2A11	HsaINT0152271	Intron	-38.38999999999999	DOWN
CTD-3184A7.4	HsaALTA1058527-2/3	Alt. Acceptor	-38.58	DOWN
PDE4DIP	HsaINT1026467	Intron	-38.699999999999996	DOWN
S100A13	HsaINT0144542	Intron	-39.11	DOWN
LYSMD4	HsaINT0097967	Intron	-39.62	DOWN
SLC22A18	HsaEX1037228	Exon	-39.69	DOWN
ITGB4	HsaEX0032466	Exon	-39.94	DOWN
FBXO41	HsaEX0025322	Exon	-40.05	DOWN
C5orf34	HsaINT0024294	Intron	-40.09	DOWN
NABP1	HsaEX1025040	Exon	-40.339999999999996	DOWN
GARNL3	HsaINT0067765	Intron	-40.54	DOWN
CCDC57	HsaINT0029725	Intron	-40.599999999999994	DOWN
ZNF850	HsaINT1047706	Intron	-40.63	DOWN
WBSCR27	HsaEX0070882	Exon	-40.71000000000001	DOWN
RP11-112J3.16	HsaEX1031976	Exon	-41.08	DOWN
SLC22A18	HsaEX1037229	Exon	-41.53	DOWN
DLG2	HsaEX7006210	Exon	-41.79	DOWN
GHRLOS	HsaINT1014379	Intron	-42.3	DOWN
NOXA1	HsaINT0115005	Intron	-42.32	DOWN
EMC3-AS1	HsaEX1013032	Exon	-42.400000000000006	DOWN
SLC22A18	HsaINT0151362	Intron	-42.400000000000006	DOWN
C8orf44	HsaINT0025166	Intron	-42.83	DOWN
CCDC14	HsaINT0029046	Intron	-42.900000000000006	DOWN
MROH6	HsaINT0025209	Intron	-43.05	DOWN
FAM177A1	HsaALTD1027336-2/2	Alt. Donor	-44.12	DOWN
GRB14	HsaINT0072146	Intron	-44.37	DOWN
CCDC78	HsaINT0029957	Intron	-44.44	DOWN
RHOT1	HsaEX1031253	Exon	-44.97	DOWN
AC021218.2	HsaINT1001601	Intron	-45.71	DOWN
SEC14L6	HsaINT0095329	Intron	-45.81	DOWN
OGT	HsaINT0118116	Intron	-47.15	DOWN
MBOAT4	HsaINT1022628	Intron	-47.870000000000005	DOWN
VPS13B	HsaEX6081666	Exon	-48.830000000000005	DOWN
AC104135.2	HsaINT1002285	Intron	-49.040000000000006	DOWN
RP1-101K10.6	HsaINT1029582	Intron	-51.53	DOWN
MED28	HsaEX1023310	Exon	-52.08	DOWN
GFI1	HsaINT0068654	Intron	-52.31999999999999	DOWN
MYO18A	HsaALTA1053252-2/2	Alt. Acceptor	-55.49	DOWN
MIR130B	HsaINT1023015	Intron	-69.57	DOWN
KHK	HsaEX6012434	Exon	14.970000000000002	NONE
PEAK1	HsaEX0001548	Exon	14.940000000000005	NONE
DNM2	HsaEX0020455	Exon	14.75	NONE
CD46	HsaEX0013870	Exon	14.7	NONE
RAD51AP1	HsaEX0051891	Exon	14.670000000000002	NONE
JPX	HsaEX0042169	Exon	14.550000000000004	NONE
RUFY3	HsaEX0055948	Exon	14.459999999999994	NONE
MRPS26	HsaALTA1063554-1/2	Alt. Acceptor	14.429999999999996	NONE
POLB	HsaEX0048873	Exon	14.42	NONE
MRPS26	HsaALTD0004042-5/7	Alt. Donor	14.419999999999998	NONE
GNAS	HsaEX0027841	Exon	14.409999999999997	NONE
CIZ1	HsaEX0015444	Exon	14.320000000000007	NONE
ZNF566	HsaEX0073949	Exon	14.290000000000006	NONE
YPEL2	HsaINT0184289	Intron	14.29	NONE
SNRPE	HsaEX0060716	Exon	14.25	NONE
RCC1	HsaEX1030949	Exon	14.050000000000004	NONE
DMXL1	HsaINT0049035	Intron	14.009999999999998	NONE
PDK1	HsaEX0046393	Exon	13.990000000000009	NONE
NEDD4L	HsaEX0042432	Exon	13.82	NONE
BBIP1	HsaEX0042144	Exon	13.810000000000002	NONE
CLIP1	HsaEX0015663	Exon	13.79	NONE
FMR1	HsaALTA0003402-3/3	Alt. Acceptor	13.669999999999995	NONE
NASP	HsaEX0041714	Exon	13.649999999999999	NONE
CCDC150	HsaEX0013096	Exon	13.61	NONE
MARK2	HsaEX0037917	Exon	13.61	NONE
ANKAR	HsaEX0004164	Exon	13.560000000000002	NONE
ASAP2	HsaEX0006179	Exon	13.469999999999999	NONE
APOC1	HsaEX1004254	Exon	13.309999999999988	NONE
PIF1	HsaEX0047378	Exon	13.269999999999996	NONE
TBC1D8B	HsaEX1040159	Exon	13.169999999999998	NONE
DNHD1	HsaINT1047844	Intron	13.14	NONE
ING4	HsaALTD0003261-2/3	Alt. Donor	13.05	NONE
NFIC	HsaEX0042740	Exon	12.809999999999999	NONE
IBTK	HsaEX0030815	Exon	12.78	NONE
FBXO4	HsaEX0025317	Exon	12.779999999999987	NONE
SLC12A5	HsaEX1037105	Exon	12.75	NONE
DCAF8	HsaALTD0001816-1/2	Alt. Donor	12.73	NONE
PPP6R2	HsaEX0056214	Exon	12.719999999999999	NONE
LINC01572	HsaEX1021143	Exon	12.690000000000005	NONE
NUP54	HsaEX0044378	Exon	12.600000000000009	NONE
PUM2	HsaEX0051288	Exon	12.349999999999994	NONE
DDX42	HsaEX0018942	Exon	12.340000000000003	NONE
PICALM	HsaEX0047356	Exon	12.329999999999998	NONE
HNRNPLL	HsaEX1017041	Exon	12.27	NONE
HCFC1R1	HsaEX0029335	Exon	12.269999999999996	NONE
ACP1	HsaEX0002006	Exon	12.229999999999999	NONE
RIPK2	HsaEX0053748	Exon	12.199999999999996	NONE
GPR157	HsaEX0028344	Exon	12.159999999999997	NONE
TGS1	HsaEX0064739	Exon	12.150000000000006	NONE
FSTL4	HsaINT0066412	Intron	12.14	NONE
MAPT	HsaEX0037850	Exon	12.129999999999999	NONE
SYTL1	HsaEX0063298	Exon	12.019999999999996	NONE
ERMP1	HsaEX0023116	Exon	11.97999999999999	NONE
CCDC183-AS1	HsaINT0092971	Intron	11.909999999999997	NONE
CRBN	HsaEX0017154	Exon	11.87	NONE
SENP7	HsaEX0057218	Exon	11.849999999999994	NONE
GANAB	HsaALTD1006341-1/2	Alt. Donor	11.790000000000006	NONE
EIF4E2	HsaEX0022024	Exon	11.780000000000005	NONE
RHPN1	HsaALTA1038035-2/2	Alt. Acceptor	11.769999999999996	NONE
SLC25A36	HsaEX0059109	Exon	11.760000000000002	NONE
PATZ1	HsaEX0045688	Exon	11.669999999999998	NONE
SKA2	HsaALTD1053110-2/3	Alt. Donor	11.57	NONE
TMEM263	HsaEX0009127	Exon	11.519999999999996	NONE
METTL10	HsaEX0038886	Exon	11.5	NONE
ARMC9	HsaEX0005958	Exon	11.490000000000009	NONE
KTN1	HsaEX0035076	Exon	11.46	NONE
CNNM1	HsaEX0015964	Exon	11.430000000000007	NONE
RP13-20L14.6	HsaEX1035102	Exon	11.430000000000007	NONE
MAMDC4	HsaEX0037333	Exon	11.379999999999995	NONE
SETD5	HsaINT0148334	Intron	11.370000000000001	NONE
PHYHD1	HsaEX0047267	Exon	11.329999999999998	NONE
C17orf62	HsaEX0009794	Exon	11.299999999999997	NONE
ABCB9	HsaEX0000381	Exon	11.280000000000001	NONE
SFI1	HsaEX0057600	Exon	11.240000000000009	NONE
FANCG	HsaALTA1057239-3/4	Alt. Acceptor	11.219999999999999	NONE
C19orf54	HsaEX0010002	Exon	11.21	NONE
H1FX-AS1	HsaEX0055222	Exon	11.129999999999995	NONE
SP4	HsaINT0157108	Intron	11.11	NONE
KIF1C	HsaALTD1018208-2/2	Alt. Donor	11.090000000000002	NONE
ZCCHC8	HsaEX6069737	Exon	11.040000000000006	NONE
TIA1	HsaEX0064942	Exon	11	NONE
DRAM1	HsaEX0020962	Exon	10.91	NONE
KIAA1468	HsaEX0034128	Exon	10.879999999999999	NONE
CCDC78	HsaEX0013446	Exon	10.819999999999993	NONE
CLDN15	HsaINT0036070	Intron	10.77	NONE
SLC25A40	HsaEX0059124	Exon	10.689999999999998	NONE
BNIP2	HsaEX0008284	Exon	10.66	NONE
BAIAP2	HsaEX0007587	Exon	10.640000000000002	NONE
TUFT1	HsaEX0068372	Exon	10.61	NONE
PAPOLA	HsaEX0045441	Exon	10.510000000000005	NONE
KRTCAP3	HsaINT0089749	Intron	10.490000000000009	NONE
RAPGEF6	HsaINT0137446	Intron	10.44	NONE
GRAMD1A	HsaEX0028496	Exon	10.36	NONE
BAG6	HsaALTD0000658-2/2	Alt. Donor	10.32	NONE
RP5-848E13.4	HsaEX1035400	Exon	10.310000000000002	NONE
CBR4	HsaEX0012754	Exon	10.27	NONE
C8orf59	HsaEX6081314	Exon	10.209999999999997	NONE
ADAMTS2	HsaEX0002506	Exon	10.120000000000005	NONE
SLC35G1	HsaEX0065688	Exon	10.070000000000007	NONE
TM6SF2	HsaEX0065189	Exon	10.050000000000004	NONE
ANKRD10	HsaEX0004267	Exon	10.01	NONE
RP11-677M14.3	HsaINT1037313	Intron	9.830000000000005	NONE
ZNF853	HsaINT0188561	Intron	9.330000000000002	NONE
AKAP13	HsaINT1003318	Intron	9.22	NONE
DOPEY2	HsaINT0051581	Intron	9.19	NONE
NFKBIZ	HsaINT0113206	Intron	9.059999999999999	NONE
RPRD2	HsaINT0142863	Intron	8.849999999999998	NONE
MAP3K14	HsaINT0099092	Intron	8.81	NONE
KIF24	HsaEX0034545	Exon	8.570000000000007	NONE
ATP2B4	HsaINT0014848	Intron	8.35	NONE
CXorf23	HsaEX0018132	Exon	8.22	NONE
NFATC2	HsaINT0113005	Intron	7.920000000000001	NONE
LINC01091	HsaEX1020524	Exon	7.79	NONE
C16orf46	HsaEX0009627	Exon	7.789999999999999	NONE
PROM1	HsaINT0132441	Intron	7.69	NONE
SETX	HsaINT0148398	Intron	7.350000000000001	NONE
SSH1	HsaINT0159425	Intron	7.32	NONE
TOGARAM1	HsaINT0060382	Intron	6.850000000000001	NONE
VPS13B	HsaEX1043541	Exon	6.65	NONE
ZNF83	HsaINT0188512	Intron	6.6	NONE
RAPH1	HsaINT0137496	Intron	6.599999999999998	NONE
REL	HsaEX0053013	Exon	6.3500000000000085	NONE
FAM229B	HsaALTA1055625-2/2	Alt. Acceptor	6.25	NONE
TMEM117	HsaEX0065407	Exon	6.220000000000001	NONE
INO80D	HsaINT0080864	Intron	6.21	NONE
PTPRG	HsaINT0134813	Intron	6.029999999999999	NONE
SYNE1	HsaINT0162684	Intron	6.029999999999999	NONE
LINC01091	HsaEX1020525	Exon	5.85	NONE
NSMF	HsaALTD1032916-2/2	Alt. Donor	5.730000000000004	NONE
VPS13B	HsaEX0070456	Exon	5.73	NONE
TBC1D31	HsaINT0182492	Intron	5.73	NONE
KDM6A	HsaINT0085281	Intron	5.27	NONE
TOMM40L	HsaINT0170814	Intron	5.140000000000001	NONE
CNIH4	HsaALTD1024998-2/3	Alt. Donor	5.1199999999999974	NONE
TRIP11	HsaINT0172701	Intron	5.09	NONE
SYNE1	HsaINT0162690	Intron	4.789999999999999	NONE
RP11-432J24.5	HsaALTD1052745-1/2	Alt. Donor	4.439999999999998	NONE
NSMF	HsaALTA0005681-1/2	Alt. Acceptor	4.390000000000001	NONE
FREM1	HsaINT0065871	Intron	4.38	NONE
PRDM15	HsaINT1027932	Intron	4.23	NONE
BRIP1	HsaEX0008465	Exon	4.109999999999999	NONE
ZNF548	HsaEX0073913	Exon	3.870000000000001	NONE
ZFYVE16	HsaEX0072729	Exon	3.8200000000000003	NONE
C1GALT1	HsaEX1006192	Exon	3.7600000000000016	NONE
RUBCN	HsaINT0085661	Intron	3.630000000000001	NONE
HPX	HsaEX0030469	Exon	3.469999999999999	NONE
ACBD4	HsaALTA1049697-1/2	Alt. Acceptor	3.3999999999999915	NONE
PTPRG	HsaINT0134827	Intron	3.38	NONE
TET3	HsaINT0165875	Intron	3.1900000000000004	NONE
BBS7	HsaINT0016931	Intron	2.81	NONE
PTPN4	HsaEX0051051	Exon	2.769999999999996	NONE
ZNF850	HsaEX6094717	Exon	2.680000000000007	NONE
DOPEY2	HsaINT0051575	Intron	2.6500000000000004	NONE
BACE1	HsaINT0016307	Intron	2.629999999999999	NONE
HECTD4	HsaINT1015344	Intron	2.44	NONE
BBOF1	HsaINT0020757	Intron	2.3900000000000006	NONE
SEC14L6	HsaINT1041155	Intron	1.9000000000000004	NONE
SERPINI1	HsaALTD0005807-2/3	Alt. Donor	1.4099999999999966	NONE
H1FX-AS1	HsaEX0055223	Exon	1.1400000000000006	NONE
STX1A	HsaINT0161299	Intron	1.1400000000000006	NONE
FBLIM1	HsaALTD0002488-2/2	Alt. Donor	1.0200000000000031	NONE
MYNN	HsaINT1024192	Intron	0.9199999999999999	NONE
TMC8	HsaINT0168067	Intron	0.8399999999999999	NONE
GOLGB1	HsaINT0070698	Intron	0.7899999999999991	NONE
ACY3	HsaALTA1025580-2/2	Alt. Acceptor	0.7199999999999998	NONE
MPV17	HsaALTD1013660-2/2	Alt. Donor	0.7100000000000009	NONE
SH3D21	HsaINT0022078	Intron	0.6700000000000017	NONE
BAIAP3	HsaINT0016558	Intron	-0.3999999999999986	NONE
RGS14	HsaINT0140128	Intron	-0.7600000000000016	NONE
CD27-AS1	HsaEX1007697	Exon	-0.8699999999999974	NONE
TMEM169	HsaEX0065575	Exon	-1.2399999999999984	NONE
MAP3K6	HsaINT0099225	Intron	-1.5600000000000005	NONE
C12orf76	HsaEX1006082	Exon	-1.5600000000000023	NONE
TTC25	HsaINT0174248	Intron	-1.75	NONE
PLXNB3	HsaINT0128112	Intron	-1.790000000000001	NONE
MXI1	HsaINT0107065	Intron	-2.039999999999999	NONE
DDX3X	HsaALTD1044543-2/2	Alt. Donor	-2.200000000000003	NONE
DDX3X	HsaALTA1057081-2/4	Alt. Acceptor	-2.299999999999997	NONE
GBP2	HsaINT0068107	Intron	-2.36	NONE
RAB26	HsaINT0136039	Intron	-2.4	NONE
MAPKBP1	HsaINT0099794	Intron	-2.4700000000000006	NONE
CCDC18	HsaINT0029366	Intron	-2.6099999999999994	NONE
GRK5	HsaALTA1055400-1/2	Alt. Acceptor	-2.8100000000000023	NONE
C1orf159	HsaEX0010157	Exon	-3.3499999999999996	NONE
TM6SF2	HsaEX0065193	Exon	-3.4099999999999966	NONE
TBX10	HsaINT0164679	Intron	-3.41	NONE
NUP50-AS1	HsaALTD1052156-3/3	Alt. Donor	-3.75	NONE
FCHO1	HsaALTD1018622-2/2	Alt. Donor	-3.85	NONE
MYO15B	HsaALTA1062171-1/2	Alt. Acceptor	-4	NONE
TBC1D10C	HsaINT0163969	Intron	-4.189999999999998	NONE
GMFG	HsaINT0069901	Intron	-4.19	NONE
PLXNB3	HsaALTA1055237-2/2	Alt. Acceptor	-4.249999999999999	NONE
SNCG	HsaALTA0008070-5/7	Alt. Acceptor	-4.42	NONE
UNC5D	HsaALTD1028981-1/2	Alt. Donor	-4.460000000000008	NONE
DICER1-AS1	HsaEX0003548	Exon	-4.560000000000002	NONE
KRT8	HsaALTD1035296-3/4	Alt. Donor	-4.579999999999998	NONE
UBA7	HsaINT0176117	Intron	-4.61	NONE
CKMT2-AS1	HsaALTA1059943-1/2	Alt. Acceptor	-4.759999999999998	NONE
DNHD1	HsaEX0020433	Exon	-4.800000000000004	NONE
AC005154.6	HsaEX1001624	Exon	-5.160000000000011	NONE
NME4	HsaALTA1012090-3/4	Alt. Acceptor	-5.32	NONE
LINC01273	HsaINT1019738	Intron	-5.469999999999999	NONE
PLXNB3	HsaINT0128123	Intron	-5.48	NONE
NARF	HsaALTD1024062-2/2	Alt. Donor	-5.68	NONE
HNF1A-AS1	HsaEX1017004	Exon	-5.690000000000012	NONE
MAP3K14	HsaINT1022481	Intron	-5.700000000000001	NONE
RIPPLY3	HsaINT0052399	Intron	-5.8	NONE
RP11-96A15.1	HsaEX1035039	Exon	-6.200000000000003	NONE
IDNK	HsaALTD0001074-4/4	Alt. Donor	-6.36	NONE
UBA7	HsaINT0176103	Intron	-6.369999999999999	NONE
RPS25	HsaALTA1019519-2/2	Alt. Acceptor	-6.8699999999999974	NONE
ZNF444	HsaALTD0007446-1/3	Alt. Donor	-6.899999999999999	NONE
RP11-736N17.8	HsaINT1037826	Intron	-6.959999999999999	NONE
RP11-104N10.1	HsaINT1030114	Intron	-7.18	NONE
CEP89	HsaALTA1020681-2/2	Alt. Acceptor	-7.219999999999999	NONE
EML2-AS1	HsaINT1012524	Intron	-7.510000000000005	NONE
CATSPER2	HsaEX0012659	Exon	-7.710000000000001	NONE
C1orf159	HsaEX0010159	Exon	-7.75	NONE
RP1-240K6.3	HsaINT1029778	Intron	-7.75	NONE
SUCLG2-AS1	HsaALTA1059462-4/5	Alt. Acceptor	-8	NONE
AZIN2	HsaEX0002666	Exon	-8.049999999999997	NONE
ZNF91	HsaEX1045584	Exon	-8.270000000000001	NONE
SLC5A2	HsaEX0059877	Exon	-8.329999999999998	NONE
VWA7	HsaALTA0001341-4/5	Alt. Acceptor	-8.37	NONE
APOL1	HsaINT0010666	Intron	-8.560000000000002	NONE
SP4	HsaEX0061130	Exon	-8.599999999999994	NONE
TBC1D10C	HsaALTA1047731-3/5	Alt. Acceptor	-8.649999999999999	NONE
AC113189.5	HsaALTD1045910-1/2	Alt. Donor	-8.909999999999997	NONE
RP11-295G20.2	HsaALTA1058678-3/4	Alt. Acceptor	-9.04	NONE
OSGEPL1	HsaINT1025718	Intron	-9.119999999999997	NONE
PLCH2	HsaEX0048139	Exon	-9.239999999999998	NONE
LINC01134	HsaINT1019470	Intron	-9.3	NONE
FAM110A	HsaINT1012979	Intron	-9.55	NONE
C19orf54	HsaALTD1050492-2/2	Alt. Donor	-9.619999999999997	NONE
PLXNB3	HsaINT0128124	Intron	-9.97	NONE
CLMN	HsaALTA1042489-2/2	Alt. Acceptor	-10	NONE
BAG6	HsaEX0007679	Exon	-10	NONE
NCOR1	HsaEX0042119	Exon	-10.029999999999994	NONE
AARS2	HsaINT0000255	Intron	-10.04	NONE
CYP2W1	HsaINT0044338	Intron	-10.040000000000001	NONE
CDC42BPG	HsaINT0031730	Intron	-10.05	NONE
LZTR1	HsaINT0098067	Intron	-10.05	NONE
DDX3Y	HsaINT0046204	Intron	-10.08	NONE
SLC45A3	HsaINT0153239	Intron	-10.08	NONE
SGCE	HsaEX0057778	Exon	-10.129999999999995	NONE
UAP1	HsaALTA1019166-1/3	Alt. Acceptor	-10.149999999999999	NONE
PLEKHH3	HsaINT0127473	Intron	-10.18	NONE
PHF21A	HsaEX0047033	Exon	-10.19	NONE
LINC00963	HsaALTA1055701-3/3	Alt. Acceptor	-10.200000000000001	NONE
DDX42	HsaINT0046262	Intron	-10.31	NONE
ACIN1	HsaALTD0000111-1/5	Alt. Donor	-10.36	NONE
H6PD	HsaEX0029177	Exon	-10.36	NONE
NINL	HsaEX0042940	Exon	-10.36	NONE
PIDD1	HsaINT0096063	Intron	-10.379999999999995	NONE
CFD	HsaINT0034109	Intron	-10.42	NONE
LINC00174	HsaEX1019751	Exon	-10.43	NONE
GPN2	HsaINT0071220	Intron	-10.46	NONE
CEP131	HsaINT0016051	Intron	-10.47	NONE
NPDC1	HsaINT1025198	Intron	-10.63	NONE
CEP95	HsaINT0029635	Intron	-10.659999999999998	NONE
CDH16	HsaALTA0001712-1/6	Alt. Acceptor	-10.68	NONE
PACS2	HsaINT0119505	Intron	-10.739999999999998	NONE
SLC44A4	HsaEX6046369	Exon	-10.740000000000009	NONE
FGFR3	HsaEX0025687	Exon	-10.75	NONE
PCED1A	HsaINT0059520	Intron	-10.759999999999998	NONE
TCF25	HsaINT0164943	Intron	-10.760000000000002	NONE
VWA7	HsaINT1046473	Intron	-10.769999999999996	NONE
HDAC7	HsaINT0074682	Intron	-10.78	NONE
FN1	HsaEX0026101	Exon	-10.820000000000007	NONE
TONSL	HsaINT0113182	Intron	-10.86	NONE
AC103564.7	HsaALTA1058131-1/2	Alt. Acceptor	-10.91	NONE
ESPL1	HsaINT0058034	Intron	-10.950000000000001	NONE
SHOC2	HsaEX0058212	Exon	-11	NONE
CYTH2	HsaINT1010552	Intron	-11.05	NONE
KIF1C	HsaALTA1023623-2/3	Alt. Acceptor	-11.099999999999994	NONE
UGT2A3	HsaALTA1026956-2/2	Alt. Acceptor	-11.099999999999994	NONE
DOT1L	HsaEX0020760	Exon	-11.11	NONE
MTG1	HsaINT0106009	Intron	-11.120000000000001	NONE
FTCD	HsaINT0066445	Intron	-11.13	NONE
EEF1B2	HsaALTD0002120-2/4	Alt. Donor	-11.140000000000002	NONE
SLC22A18	HsaINT0151359	Intron	-11.190000000000001	NONE
MACROD1	HsaINT0098198	Intron	-11.2	NONE
DCAF11	HsaEX0018598	Exon	-11.219999999999999	NONE
EML3	HsaINT0055989	Intron	-11.27	NONE
RPL35A	HsaALTD0005539-1/11	Alt. Donor	-11.309999999999999	NONE
GSDMD	HsaINT0072905	Intron	-11.36	NONE
IL17RE	HsaINT0080016	Intron	-11.370000000000001	NONE
LINC01134	HsaEX1020591	Exon	-11.409999999999997	NONE
COG4	HsaINT0037806	Intron	-11.429999999999998	NONE
JMJD7	HsaINT0083805	Intron	-11.43	NONE
TRIP12	HsaALTA0009007-3/3	Alt. Acceptor	-11.490000000000009	NONE
DCAF8	HsaINT1010660	Intron	-11.499999999999998	NONE
ZNF248	HsaEX0073240	Exon	-11.510000000000005	NONE
BRSK2	HsaINT0018743	Intron	-11.6	NONE
NOD1	HsaEX0043255	Exon	-11.619999999999997	NONE
MARCH2	HsaALTA1009791-3/3	Alt. Acceptor	-11.649999999999991	NONE
TIAL1	HsaALTA0008650-2/2	Alt. Acceptor	-11.649999999999999	NONE
INTS14	HsaALTD0000836-1/4	Alt. Donor	-11.700000000000003	NONE
C1orf109	HsaALTA0001155-1/4	Alt. Acceptor	-11.759999999999991	NONE
NAXD	HsaINT0027777	Intron	-11.77	NONE
NECAB3	HsaINT1024710	Intron	-11.770000000000003	NONE
BAIAP3	HsaINT0016553	Intron	-11.79	NONE
RECQL4	HsaALTA1039223-2/2	Alt. Acceptor	-11.840000000000003	NONE
ZBTB8OS	HsaINT1047109	Intron	-11.850000000000001	NONE
GPT	HsaINT0071951	Intron	-11.879999999999999	NONE
LMNTD2	HsaALTD0000797-1/2	Alt. Donor	-11.89	NONE
PDIA2	HsaEX0046362	Exon	-11.939999999999998	NONE
KLHL17	HsaALTA0004612-3/3	Alt. Acceptor	-11.979999999999997	NONE
ARHGEF17	HsaINT0011937	Intron	-11.98	NONE
NREP	HsaINT1025310	Intron	-11.990000000000002	NONE
BTBD19	HsaINT0018995	Intron	-12.04	NONE
SLC35B4	HsaALTA0007943-1/2	Alt. Acceptor	-12.079999999999998	NONE
RHOT2	HsaINT0140556	Intron	-12.079999999999998	NONE
NAGK	HsaINT0109786	Intron	-12.090000000000002	NONE
NRM	HsaEX0043842	Exon	-12.100000000000009	NONE
EVA1A	HsaEX1013547	Exon	-12.120000000000005	NONE
EXTL3	HsaEX0023570	Exon	-12.129999999999995	NONE
EP400	HsaEX0022592	Exon	-12.220000000000006	NONE
PLEKHN1	HsaEX0048429	Exon	-12.280000000000001	NONE
CAMK2G	HsaINT0027083	Intron	-12.29	NONE
WDR73	HsaINT0182574	Intron	-12.299999999999997	NONE
USP21	HsaINT0178700	Intron	-12.3	NONE
PIP5K1A	HsaALTA0006323-2/2	Alt. Acceptor	-12.350000000000009	NONE
MKNK2	HsaINT0103302	Intron	-12.46	NONE
PROSER3	HsaINT0021807	Intron	-12.5	NONE
ANKRD13D	HsaEX0004336	Exon	-12.520000000000001	NONE
FAM184A	HsaINT0060425	Intron	-12.55	NONE
